Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band,Number of Countries Spoken,GDP Average (Current US $)
Sumariup,Papua New Guinea,PNG,Severely endangered,65.0,-4.7,143.3,5.1848148148148185,,,,1,5348299099.211621
Atemble,Papua New Guinea,PNG,Definitely endangered,60.0,-5.1292,144.7421,5.1848148148148185,,,,1,5348299099.211621
Bagupi,Papua New Guinea,PNG,Definitely endangered,60.0,-5.0454,145.5822,5.1848148148148185,,,,1,5348299099.211621
Mosimo,Papua New Guinea,PNG,Severely endangered,58.0,-4.9473,145.5551,5.1848148148148185,,,,1,5348299099.211621
Bepour,Papua New Guinea,PNG,Severely endangered,57.0,-4.586,145.4184,5.1848148148148185,,,,1,5348299099.211621
Faita,Papua New Guinea,PNG,Severely endangered,57.0,-5.657,145.5001,5.1848148148148185,,,,1,5348299099.211621
Moere,Papua New Guinea,PNG,Severely endangered,56.0,-4.6038,145.437,5.1848148148148185,,,,1,5348299099.211621
Bulgebi,Papua New Guinea,PNG,Definitely endangered,50.0,-5.7485,146.4532,5.1848148148148185,,,,1,5348299099.211621
Gorovu,Papua New Guinea,PNG,Severely endangered,50.0,-4.5,144.6,5.1848148148148185,,,,1,5348299099.211621
Tench,Papua New Guinea,PNG,Critically endangered,49.0,-1.6394,150.6939,5.1848148148148185,,,,1,5348299099.211621
Dumun,Papua New Guinea,PNG,Critically endangered,42.0,-5.5421,146.0906,5.1848148148148185,,,,1,5348299099.211621
Turaka,Papua New Guinea,PNG,Critically endangered,35.0,-9.796,149.447,5.1848148148148185,,,,1,5348299099.211621
Bilakura,Papua New Guinea,PNG,Critically endangered,34.0,-4.9404,145.5303,5.1848148148148185,,,,1,5348299099.211621
Kowaki,Papua New Guinea,PNG,Critically endangered,31.0,-4.6079,145.4067,5.1848148148148185,,,,1,5348299099.211621
Mawak,Papua New Guinea,PNG,Critically endangered,31.0,-4.5819,145.3079,5.1848148148148185,,,,1,5348299099.211621
Kawucha,Papua New Guinea,PNG,Critically endangered,30.0,-6.9373,146.1621,5.1848148148148185,,,,1,5348299099.211621
Hermit,Papua New Guinea,PNG,Critically endangered,20.0,-2.0869,146.9311,5.1848148148148185,,,,1,5348299099.211621
Kamasa,Papua New Guinea,PNG,Critically endangered,20.0,-6.95,146.2,5.1848148148148185,,,,1,5348299099.211621
Puari,Papua New Guinea,PNG,Critically endangered,10.0,-2.8689,141.6577,5.1848148148148185,,,,1,5348299099.211621
Sene,Papua New Guinea,PNG,Critically endangered,10.0,-6.3753,147.7825,5.1848148148148185,,,,1,5348299099.211621
Susuami,Papua New Guinea,PNG,Critically endangered,10.0,-7.2044,146.5493,5.1848148148148185,,,,1,5348299099.211621
Taap,Papua New Guinea,PNG,Critically endangered,10.0,-6.146,146.3955,5.1848148148148185,,,,1,5348299099.211621
Makolkol,Papua New Guinea,PNG,Critically endangered,7.0,-4.8994,151.6827,5.1848148148148185,,,,1,5348299099.211621
Abaga,Papua New Guinea,PNG,Critically endangered,5.0,-6.1883,145.5976,5.1848148148148185,,,,1,5348299099.211621
Guranalum,Papua New Guinea,PNG,Critically endangered,4.0,-4.3464,152.8417,5.1848148148148185,,,,1,5348299099.211621
Ouma,Papua New Guinea,PNG,Critically endangered,4.0,-10.233,149.1,5.1848148148148185,,,,1,5348299099.211621
Lae,Papua New Guinea,PNG,Extinct,1.0,-6.6318,147.181,5.1848148148148185,,,,1,5348299099.211621
Laua,Papua New Guinea,PNG,Critically endangered,1.0,-10.1824,149.2053,5.1848148148148185,,,,1,5348299099.211621
Yarawi,Papua New Guinea,PNG,Critically endangered,1.0,-7.9001,147.6411,5.1848148148148185,,,,1,5348299099.211621
Aribwatsa,Papua New Guinea,PNG,Extinct,0.0,-6.6523,147.2291,5.1848148148148185,,,,1,5348299099.211621
Bina,Papua New Guinea,PNG,Extinct,0.0,-10.2365,149.6063,5.1848148148148185,,,,1,5348299099.211621
Getmata,Papua New Guinea,PNG,Extinct,0.0,-5.8346,149.0405,5.1848148148148185,,,,1,5348299099.211621
Kaniet,Papua New Guinea,PNG,Extinct,0.0,-0.898,145.5441,5.1848148148148185,,,,1,5348299099.211621
Karami,Papua New Guinea,PNG,Extinct,0.0,-7.1335,143.8659,5.1848148148148185,,,,1,5348299099.211621
Mahigi,Papua New Guinea,PNG,Extinct,0.0,-7.6688,143.0227,5.1848148148148185,,,,1,5348299099.211621
Mulaha,Papua New Guinea,PNG,Extinct,0.0,-9.7002,147.4351,5.1848148148148185,,,,1,5348299099.211621
Uruava,Papua New Guinea,PNG,Extinct,0.0,-5.9821,155.3137,5.1848148148148185,,,,1,5348299099.211621
Yoba,Papua New Guinea,PNG,Extinct,0.0,-10.0337,149.2272,5.1848148148148185,,,,1,5348299099.211621
Bukharic,Uzbekistan,UZB,Definitely endangered,10000.0,39.8043,64.4224,4.487203703703703,87.0,42.53,Very Low Proficiency,1,27005194900.209282
Parya,"Uzbekistan, Tajikistan, Afghanistan",UZB,Severely endangered,7000.0,38.5094,68.0932,4.487203703703703,87.0,42.53,Very Low Proficiency,3,27005194900.209282
Central Asian Arabic,"Uzbekistan, Tajikistan, Afghanistan",UZB,Definitely endangered,,36.9608,66.8133,4.487203703703703,87.0,42.53,Very Low Proficiency,3,27005194900.209282
Dalecarlian,Sweden,SWE,Definitely endangered,10000.0,61.2385,14.0295,1.8744444444444441,2.0,70.72,Very High Proficiency,1,224656347818.3037
Gutnish,Sweden,SWE,Definitely endangered,5000.0,57.3027,18.5284,1.8744444444444441,2.0,70.72,Very High Proficiency,1,224656347818.3037
Ume Saami,Sweden,SWE,Critically endangered,20.0,65.1091,18.2153,1.8744444444444441,2.0,70.72,Very High Proficiency,1,224656347818.3037
Karang,Chad,TCD,Vulnerable,10000.0,8.3093,15.3588,6.895944444444442,,,,1,3204109705.7773237
Toram,Chad,TCD,Severely endangered,8456.0,11.1581,19.6023,6.895944444444442,,,,1,3204109705.7773237
Gadang,Chad,TCD,Definitely endangered,2500.0,10.3473,17.2485,6.895944444444442,,,,1,3204109705.7773237
Zirenkel,Chad,TCD,Definitely endangered,2500.0,12.136,18.4735,6.895944444444442,,,,1,3204109705.7773237
Jaya,Chad,TCD,Severely endangered,2200.0,12.187,18.1645,6.895944444444442,,,,1,3204109705.7773237
Kulfa,Chad,TCD,Definitely endangered,2200.0,9.9742,19.1848,6.895944444444442,,,,1,3204109705.7773237
Mambai,Chad,TCD,Severely endangered,2000.0,9.6007,14.0899,6.895944444444442,,,,1,3204109705.7773237
Sarwa,Chad,TCD,Definitely endangered,2000.0,10.5958,17.0397,6.895944444444442,,,,1,3204109705.7773237
Kendeje,Chad,TCD,Definitely endangered,1859.0,13.6299,21.5771,6.895944444444442,,,,1,3204109705.7773237
Jonkor Bourmataguil,Chad,TCD,Severely endangered,1500.0,11.4261,19.0145,6.895944444444442,,,,1,3204109705.7773237
Saba,Chad,TCD,Definitely endangered,1335.0,11.1487,18.0175,6.895944444444442,,,,1,3204109705.7773237
Besme,Chad,TCD,Severely endangered,1228.0,9.6386,16.018,6.895944444444442,,,,1,3204109705.7773237
Fania,Chad,TCD,Severely endangered,1100.0,10.0581,18.3993,6.895944444444442,,,,1,3204109705.7773237
Ubi,Chad,TCD,Severely endangered,1100.0,12.1534,18.6946,6.895944444444442,,,,1,3204109705.7773237
Fongoro,Chad,TCD,Severely endangered,1000.0,11.1029,22.7197,6.895944444444442,,,,1,3204109705.7773237
Kujarge,Chad,TCD,Definitely endangered,1000.0,11.749,22.2431,6.895944444444442,,,,1,3204109705.7773237
Mbara,Chad,TCD,Severely endangered,1000.0,10.8009,15.6335,6.895944444444442,,,,1,3204109705.7773237
Laal,Chad,TCD,Critically endangered,749.0,9.9607,17.6083,6.895944444444442,,,,1,3204109705.7773237
Koke,Chad,TCD,Severely endangered,600.0,10.8575,18.1315,6.895944444444442,,,,1,3204109705.7773237
Tamki,Chad,TCD,Critically endangered,500.0,11.48,18.2125,6.895944444444442,,,,1,3204109705.7773237
Miltu,Chad,TCD,Critically endangered,272.0,10.2149,17.3913,6.895944444444442,,,,1,3204109705.7773237
Boor,Chad,TCD,Critically endangered,100.0,10.2149,17.3721,6.895944444444442,,,,1,3204109705.7773237
Noy,Chad,TCD,Critically endangered,36.0,8.9312,17.8829,6.895944444444442,,,,1,3204109705.7773237
Goundo,Chad,TCD,Critically endangered,30.0,9.4761,16.2652,6.895944444444442,,,,1,3204109705.7773237
Massalat,Chad,TCD,Critically endangered,10.0,12.7635,20.5993,6.895944444444442,,,,1,3204109705.7773237
Mabiri,Chad,TCD,Critically endangered,3.0,12.1682,18.7275,6.895944444444442,,,,1,3204109705.7773237
Berakou,Chad,TCD,Extinct,0.0,12.8492,15.032,6.895944444444442,,,,1,3204109705.7773237
Horo,Chad,TCD,Extinct,0.0,9.239,18.3444,6.895944444444442,,,,1,3204109705.7773237
Tamazight (Tunisia),Tunisia,TUN,Severely endangered,10000.0,36.0313,9.8767,4.2872407407407405,69.0,47.85,Very Low Proficiency,1,18503843163.76661
Tunisian Judeo-Arabic (Tunisia),Tunisia,TUN,Critically endangered,500.0,33.8795,10.0634,4.2872407407407405,69.0,47.85,Very Low Proficiency,1,18503843163.76661
Sened,Tunisia,TUN,Extinct,0.0,35.5858,10.8984,4.2872407407407405,69.0,47.85,Very Low Proficiency,1,18503843163.76661
Hachijō,Japan,JPN,Definitely endangered,8000.0,33.11,139.7891,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Ainu (Hokkaido),Japan,JPN,Critically endangered,15.0,43.2612,142.8222,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Amami,Japan,JPN,Definitely endangered,,28.3672,129.4958,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Kunigami,Japan,JPN,Definitely endangered,,26.7186,128.2131,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Miyako,Japan,JPN,Definitely endangered,,24.8004,125.2798,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Okinawan,Japan,JPN,Definitely endangered,,26.2047,127.6831,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Yaeyama,Japan,JPN,Severely endangered,,24.342,124.1537,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Yonaguni,Japan,JPN,Severely endangered,,24.458,122.9802,1.6760000000000004,50.0,51.8,Low Proficiency,1,2704949020918.8325
Mbya Guarani (Paraguay),Paraguay,PRY,Definitely endangered,8000.0,-26.5099,-55.2832,4.681111111111111,,,,1,10594863760.31151
Aché,Paraguay,PRY,Definitely endangered,,-25.6613,-55.6787,4.681111111111111,,,,1,10594863760.31151
Guaná,Paraguay,PRY,Critically endangered,,-21.9532,-58.0517,4.681111111111111,,,,1,10594863760.31151
Lengua,Paraguay,PRY,Severely endangered,,-22.5125,-58.0957,4.681111111111111,,,,1,10594863760.31151
Maká,Paraguay,PRY,Definitely endangered,,-25.2645,-57.2387,4.681111111111111,,,,1,10594863760.31151
Nivaclé,Paraguay,PRY,Vulnerable,,-23.3019,-60.3369,4.681111111111111,,,,1,10594863760.31151
Sanapaná,Paraguay,PRY,Definitely endangered,,-22.0,-59.0,4.681111111111111,,,,1,10594863760.31151
Toba-Maskoy,Paraguay,PRY,Severely endangered,,-21.5578,-58.0064,4.681111111111111,,,,1,10594863760.31151
Pana,Burkina Faso,BFA,Definitely endangered,7800.0,13.165,-3.4277,6.636,,,,1,3452719030.0385947
Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan",CAF,Vulnerable,7000.0,8.3854,24.1754,5.615537037037039,,,,3,939447947.2664073
Ukhwejo,Central African Republic,CAF,Severely endangered,2000.0,3.3626,16.0565,5.615537037037039,,,,1,939447947.2664073
Ngombe,Central African Republic,CAF,Definitely endangered,1450.0,3.9492,15.2352,5.615537037037039,,,,1,939447947.2664073
Geme,Central African Republic,CAF,Critically endangered,550.0,8.4941,20.6378,5.615537037037039,,,,1,939447947.2664073
Birri,Central African Republic,CAF,Critically endangered,200.0,5.4902,26.8505,5.615537037037039,,,,1,939447947.2664073
Kosraean,"Micronesia (Federated States of), Nauru",FSM,Severely endangered,6900.0,5.322,162.9904,5.402074074074073,,,,2,231141403.03030303
Mortlockese,Micronesia (Federated States of),FSM,Definitely endangered,5904.0,5.5811,153.5668,5.402074074074073,,,,1,231141403.03030303
Kapingamarangi,Micronesia (Federated States of),FSM,Severely endangered,3000.0,1.0828,154.8081,5.402074074074073,,,,1,231141403.03030303
Ulithian,Micronesia (Federated States of),FSM,Severely endangered,3000.0,10.0229,139.6801,5.402074074074073,,,,1,231141403.03030303
Pingelapese,Micronesia (Federated States of),FSM,Severely endangered,2500.0,6.2279,160.7107,5.402074074074073,,,,1,231141403.03030303
Woleaian,Micronesia (Federated States of),FSM,Severely endangered,1631.0,7.3515,143.8769,5.402074074074073,,,,1,231141403.03030303
Puluwat,Micronesia (Federated States of),FSM,Severely endangered,1364.0,7.5803,149.425,5.402074074074073,,,,1,231141403.03030303
Paafang,Micronesia (Federated States of),FSM,Severely endangered,1318.0,7.6198,155.1571,5.402074074074073,,,,1,231141403.03030303
Mokilese,Micronesia (Federated States of),FSM,Critically endangered,1050.0,6.6864,159.7631,5.402074074074073,,,,1,231141403.03030303
Namonuito,Micronesia (Federated States of),FSM,Severely endangered,944.0,8.6299,150.0128,5.402074074074073,,,,1,231141403.03030303
Nukuoro,Micronesia (Federated States of),FSM,Definitely endangered,860.0,3.8574,154.9786,5.402074074074073,,,,1,231141403.03030303
Ngatikese Men's Creole,Micronesia (Federated States of),FSM,Definitely endangered,700.0,5.8305,157.2308,5.402074074074073,,,,1,231141403.03030303
Satawal,Micronesia (Federated States of),FSM,Severely endangered,458.0,7.3406,147.041,5.402074074074073,,,,1,231141403.03030303
Parachi,Afghanistan,AFG,Definitely endangered,6000.0,34.4658,68.637,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Ashkun,Afghanistan,AFG,Definitely endangered,2000.0,34.9973,71.0746,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Munji,Afghanistan,AFG,Severely endangered,2000.0,36.0379,70.6723,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Prasun,Afghanistan,AFG,Definitely endangered,2000.0,35.3543,71.26,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Waigali,Afghanistan,AFG,Definitely endangered,2000.0,35.1895,71.1941,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Wotapuri-Katarqalai,Afghanistan,AFG,Definitely endangered,2000.0,34.4166,70.3333,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Gambiri,Afghanistan,AFG,Severely endangered,1000.0,34.9017,70.9085,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Shumashti,Afghanistan,AFG,Severely endangered,1000.0,34.6108,70.7569,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Moghol,Afghanistan,AFG,Critically endangered,200.0,34.3569,61.5875,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Ningalami,Afghanistan,AFG,Severely endangered,200.0,35.2355,71.51,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Tirahi,Afghanistan,AFG,Critically endangered,100.0,34.3139,70.3729,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Pashayi,Afghanistan,AFG,Vulnerable,,34.66,70.2,7.382833333333334,85.0,43.64,Very Low Proficiency,1,6670811378.376808
Khwe,Namibia,NAM,Definitely endangered,5000.0,-18.271,21.4892,5.246259259259258,,,,1,5757602430.204621
Gyele,"Cameroon, Equatorial Guinea",CMR,Definitely endangered,4280.0,2.2241,9.8986,5.983444444444443,,,,2,11507947330.784643
Kuk,Cameroon,CMR,Definitely endangered,3000.0,6.4326,10.2365,5.983444444444443,,,,1,11507947330.784643
Yasa,"Cameroon, Equatorial Guinea",CMR,Definitely endangered,2401.0,2.3284,9.8464,5.983444444444443,,,,2,11507947330.784643
Kung,Cameroon,CMR,Severely endangered,1750.0,6.5227,10.1074,5.983444444444443,,,,1,11507947330.784643
Kendem,Cameroon,CMR,Severely endangered,1500.0,5.7061,9.6377,5.983444444444443,,,,1,11507947330.784643
Iyive,Cameroon,CMR,Severely endangered,1000.0,6.4354,9.5278,5.983444444444443,,,,1,11507947330.784643
Tuotomb,Cameroon,CMR,Severely endangered,1000.0,4.4449,10.371,5.983444444444443,,,,1,11507947330.784643
Hya,"Cameroon, Nigeria",CMR,Severely endangered,940.0,10.3311,13.5269,5.983444444444443,,,,2,11507947330.784643
Bati,Cameroon,CMR,Severely endangered,800.0,4.2012,10.7858,5.983444444444443,,,,1,11507947330.784643
Eman,Cameroon,CMR,Severely endangered,800.0,6.0531,9.7338,5.983444444444443,,,,1,11507947330.784643
Isu,Cameroon,CMR,Severely endangered,800.0,4.0094,9.5745,5.983444444444443,,,,1,11507947330.784643
Nubaca,Cameroon,CMR,Severely endangered,800.0,4.2971,10.7446,5.983444444444443,,,,1,11507947330.784643
Maslam,"Cameroon, Chad",CMR,Severely endangered,723.0,12.136,14.6914,5.983444444444443,,,,2,11507947330.784643
Akum,"Cameroon, Nigeria",CMR,Critically endangered,600.0,6.73,9.9316,5.983444444444443,,,,2,11507947330.784643
Bubia,Cameroon,CMR,Severely endangered,600.0,4.0204,9.2037,5.983444444444443,,,,1,11507947330.784643
Langa,Cameroon,CMR,Severely endangered,500.0,6.5404,11.6427,5.983444444444443,,,,1,11507947330.784643
Majera,Cameroon,CMR,Critically endangered,500.0,11.3231,14.9839,5.983444444444443,,,,1,11507947330.784643
Beezen,Cameroon,CMR,Severely endangered,400.0,6.7518,10.0744,5.983444444444443,,,,1,11507947330.784643
Hijuk,Cameroon,CMR,Critically endangered,400.0,4.2861,10.4919,5.983444444444443,,,,1,11507947330.784643
Bakole,Cameroon,CMR,Critically endangered,300.0,4.5764,8.8439,5.983444444444443,,,,1,11507947330.784643
Mono,Cameroon,CMR,Critically endangered,300.0,8.6679,14.1723,5.983444444444443,,,,1,11507947330.784643
Dimbong,Cameroon,CMR,Critically endangered,140.0,4.7078,10.6567,5.983444444444443,,,,1,11507947330.784643
Cambap,Cameroon,CMR,Critically endangered,30.0,6.4872,11.802,5.983444444444443,,,,1,11507947330.784643
Zumaya,Cameroon,CMR,Critically endangered,25.0,10.5323,14.3591,5.983444444444443,,,,1,11507947330.784643
Somyev,"Cameroon, Nigeria",CMR,Critically endangered,20.0,6.9318,11.5136,5.983444444444443,,,,2,11507947330.784643
Busuu,Cameroon,CMR,Critically endangered,8.0,6.8282,10.1087,5.983444444444443,,,,1,11507947330.784643
Ndai,Cameroon,CMR,Critically endangered,5.0,8.399,14.1641,5.983444444444443,,,,1,11507947330.784643
Njerep,Cameroon,CMR,Critically endangered,4.0,6.4572,11.2884,5.983444444444443,,,,1,11507947330.784643
Baldemu,Cameroon,CMR,Critically endangered,3.0,10.5742,14.5623,5.983444444444443,,,,1,11507947330.784643
Bung,Cameroon,CMR,Critically endangered,3.0,6.5718,11.8267,5.983444444444443,,,,1,11507947330.784643
Bikya,Cameroon,CMR,Critically endangered,1.0,6.8309,10.0277,5.983444444444443,,,,1,11507947330.784643
Bishuo,Cameroon,CMR,Critically endangered,1.0,6.9032,10.0991,5.983444444444443,,,,1,11507947330.784643
Duli,Cameroon,CMR,Extinct,0.0,9.3813,13.5708,5.983444444444443,,,,1,11507947330.784643
Gey,Cameroon,CMR,Extinct,0.0,9.384,13.5296,5.983444444444443,,,,1,11507947330.784643
Nagumi,Cameroon,CMR,Extinct,0.0,8.6814,13.1835,5.983444444444443,,,,1,11507947330.784643
Ngong,Cameroon,CMR,Extinct,0.0,9.0044,13.5104,5.983444444444443,,,,1,11507947330.784643
Bwisi,"Congo, Gabon",COG,Definitely endangered,4248.0,-3.5572,11.4477,5.64711111111111,,,,2,3594447839.5343213
Bonjo,Congo,COG,Severely endangered,3000.0,1.7712,17.9598,5.64711111111111,,,,1,3594447839.5343213
Zenaga (Mauritania),Mauritania,MRT,Severely endangered,4000.0,17.3086,-13.0078,6.004444444444442,,,,1,1574956482.4766517
Imeraguen,Mauritania,MRT,Definitely endangered,534.0,18.9166,-15.996,6.004444444444442,,,,1,1574956482.4766517
Nemadi,Mauritania,MRT,Critically endangered,100.0,18.4118,-9.4482,6.004444444444442,,,,1,1574956482.4766517
Benga,"Gabon, Equatorial Guinea",GAB,Definitely endangered,3000.0,0.9997,9.8657,4.9716666666666685,,,,2,5601260861.117382
Vumbu,Gabon,GAB,Definitely endangered,2460.0,-1.8783,10.816,4.9716666666666685,,,,1,5601260861.117382
Tchitchege,Gabon,GAB,Definitely endangered,2000.0,-1.8508,13.612,4.9716666666666685,,,,1,5601260861.117382
Kaande,Gabon,GAB,Severely endangered,1000.0,-0.1318,11.8103,4.9716666666666685,,,,1,5601260861.117382
Mahongwe,Gabon,GAB,Severely endangered,1000.0,1.0216,13.9031,4.9716666666666685,,,,1,5601260861.117382
Sake,Gabon,GAB,Severely endangered,1000.0,-0.0247,11.7691,4.9716666666666685,,,,1,5601260861.117382
Sighu,Gabon,GAB,Severely endangered,1000.0,-0.0549,13.5461,4.9716666666666685,,,,1,5601260861.117382
Dahaalik,Eritrea,ERI,Critically endangered,3000.0,15.6917,40.0671,6.243611111111113,,,,1,1031287009.3362305
Pitjantjatjara,Australia,AUS,Vulnerable,3000.0,-26.0719,129.9517,2.1848333333333336,1.0,100.0,Native Speakers,1,417399409147.33307
Warlpiri,Australia,AUS,Vulnerable,3000.0,-20.8177,131.6601,2.1848333333333336,1.0,100.0,Native Speakers,1,417399409147.33307
Martuwangka,Australia,AUS,Vulnerable,2500.0,-24.1975,122.9589,2.1848333333333336,1.0,100.0,Native Speakers,1,417399409147.33307
Tiwi,Australia,AUS,Vulnerable,2100.0,-11.6091,130.8911,2.1848333333333336,1.0,100.0,Native Speakers,1,417399409147.33307
Anindilyakwa,Australia,AUS,Vulnerable,2000.0,-13.9987,136.582,2.1848333333333336,1.0,100.0,Native Speakers,1,417399409147.33307
