Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band,Number of Countries Spoken,GDP Average (Current US $)
Nihali,India,IND,Critically endangered,2000.0,20.5402,76.0913,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Tai Phake,India,IND,Severely endangered,2000.0,27.5033,95.2185,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Darma,"India, Nepal",IND,Definitely endangered,1761.0,30.0037,80.5641,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Byangsi,"India, Nepal",IND,Definitely endangered,1734.0,30.0595,80.7824,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Kanashi,India,IND,Definitely endangered,1500.0,32.0406,77.1075,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Lishpa,India,IND,Definitely endangered,1500.0,27.3327,92.384,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Sanenyo,India,IND,Critically endangered,1300.0,7.9504,93.576,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Pengo,India,IND,Critically endangered,1254.0,19.0621,83.4851,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Koireng,India,IND,Critically endangered,1056.0,24.2319,93.7463,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Toda,India,IND,Critically endangered,1006.0,11.3184,76.8273,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Khowa,India,IND,Definitely endangered,1000.0,27.2546,92.5323,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Mech,India,IND,Severely endangered,1000.0,26.5688,89.1979,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Pasi,India,IND,Definitely endangered,1000.0,28.1834,95.2651,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Toto,India,IND,Critically endangered,1000.0,26.6867,89.5056,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Tarao,India,IND,Critically endangered,870.0,24.297,93.4497,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Purum,India,IND,Critically endangered,503.0,24.3521,93.5925,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Kundal Shahi,"India, Pakistan",IND,Definitely endangered,500.0,34.55,73.8833,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Lamongse,India,IND,Critically endangered,400.0,7.3134,93.6968,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Aka,India,IND,Critically endangered,300.0,11.0112,34.2333,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Handuri,India,IND,Critically endangered,138.0,31.0011,77.3107,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Ruga,India,IND,Critically endangered,100.0,25.2844,90.4614,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Shompen,India,IND,Critically endangered,100.0,7.0245,93.8232,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Tai Nora,India,IND,Critically endangered,100.0,26.8485,94.5648,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Tai Rong,India,IND,Critically endangered,100.0,26.9024,94.757,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Tangam,India,IND,Critically endangered,100.0,29.1473,94.5538,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Onge,India,IND,Critically endangered,50.0,10.639,92.4938,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Sentilese,India,IND,Critically endangered,50.0,11.5446,92.2576,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Jarawa,India,IND,Critically endangered,31.0,12.6028,92.752,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Great andamanese,India,IND,Critically endangered,5.0,12.2326,92.9031,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Ahom,India,IND,Extinct,0.0,26.5393,92.5378,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Andro,India,IND,Extinct,0.0,24.8415,94.0539,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Chairel,India,IND,Extinct,0.0,24.976,94.2407,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Rangkas,India,IND,Extinct,0.0,30.0358,80.1342,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Sengmai,India,IND,Extinct,0.0,24.6445,94.0567,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
A'tong,India,IND,Severely endangered,,25.2844,91.1755,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Balti,"India, Pakistan",IND,Vulnerable,,35.0659,76.1901,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Bellari,India,IND,Critically endangered,,11.6952,76.4648,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Bhalesi,India,IND,Definitely endangered,,33.3947,76.1352,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Jad,"India, Pakistan",IND,Definitely endangered,,30.645,78.3627,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Khasali,India,IND,Definitely endangered,,32.0267,77.893,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Koro,India,IND,Definitely endangered,,27.1667,92.6312,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Langrong,India,IND,Critically endangered,,24.4671,94.1473,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Manda,India,IND,Critically endangered,,20.1384,84.0289,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Padri,India,IND,Vulnerable,,33.8886,76.3,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Purik,"India, Pakistan",IND,Vulnerable,,34.3706,76.0144,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Spiti,"India, Pakistan",IND,Vulnerable,,32.2871,78.2652,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Tolcha,India,IND,Extinct,,29.9333,80.0326,4.184796296296296,29.0,57.13,Moderate Proficiency,1,545871973314.2758
Zangskari,"India, Pakistan",IND,Definitely endangered,,34.0833,76.85,4.184796296296296,29.0,57.13,Moderate Proficiency,2,545871973314.2758
Quechua of Southern Bolivia,Bolivia (Plurinational State of),BOL,Vulnerable,2300000.0,-18.0675,-65.7641,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Aymara,"Bolivia (Plurinational State of), Chile, Peru",BOL,Vulnerable,2000000.0,-16.5835,-68.30199999999999,5.125037037037037,62.0,48.87,Low Proficiency,3,8526200235.1022
Quechua of Northern Bolivia,Bolivia (Plurinational State of),BOL,Vulnerable,100000.0,-15.3649,-69.0518,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Mojo,Bolivia (Plurinational State of),BOL,Definitely endangered,10000.0,-14.966,-65.1708,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Chiquitano (Bolivia),Bolivia (Plurinational State of),BOL,Definitely endangered,6500.0,-16.5835,-61.6113,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Chimané,Bolivia (Plurinational State of),BOL,Vulnerable,5300.0,-15.2629,-66.8518,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Guarayu,Bolivia (Plurinational State of),BOL,Definitely endangered,5000.0,-15.919,-62.8747,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Ayoreo,Bolivia (Plurinational State of),BOL,Definitely endangered,3700.0,-18.719,-59.6228,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Yuracaré,Bolivia (Plurinational State of),BOL,Definitely endangered,2675.0,-16.6888,-65.4345,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Movima,Bolivia (Plurinational State of),BOL,Severely endangered,1452.0,-13.7954,-65.4345,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Chipaya,Bolivia (Plurinational State of),BOL,Definitely endangered,1050.0,-19.2074,-68.2031,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Ese eja,"Bolivia (Plurinational State of), Peru",BOL,Definitely endangered,782.0,-12.5867,-69.0161,5.125037037037037,62.0,48.87,Low Proficiency,2,8526200235.1022
Mosetén,Bolivia (Plurinational State of),BOL,Severely endangered,585.0,-15.4113,-67.5,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Chácobo,Bolivia (Plurinational State of),BOL,Definitely endangered,550.0,-11.3454,-65.8135,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Sirionó,Bolivia (Plurinational State of),BOL,Severely endangered,400.0,-14.557,-63.7316,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru",BOL,Severely endangered,400.0,-10.7469,-71.7297,5.125037037037037,62.0,48.87,Low Proficiency,2,8526200235.1022
Machineri (Bolivia),Bolivia (Plurinational State of),BOL,Severely endangered,140.0,-11.146,-69.0161,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Callahuaya,Bolivia (Plurinational State of),BOL,Critically endangered,100.0,-15.1357,-69.1699,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Araona,Bolivia (Plurinational State of),BOL,Severely endangered,81.0,-12.4473,-68.1372,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Moré,Bolivia (Plurinational State of),BOL,Critically endangered,76.0,-12.0822,-64.9731,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Baure,Bolivia (Plurinational State of),BOL,Critically endangered,55.0,-13.1008,-64.5007,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Leco,Bolivia (Plurinational State of),BOL,Critically endangered,20.0,-15.586,-67.9064,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Pacahuara,Bolivia (Plurinational State of),BOL,Critically endangered,18.0,-11.4369,-65.6762,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Itonama,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-13.6246,-63.5668,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Paunaca,Bolivia (Plurinational State of),BOL,Critically endangered,5.0,-16.573,-61.4355,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Canichana,Bolivia (Plurinational State of),BOL,Extinct,3.0,-14.5835,-64.9731,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Cayuvava,Bolivia (Plurinational State of),BOL,Critically endangered,2.0,-12.7903,-65.3247,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Uru,Bolivia (Plurinational State of),BOL,Extinct,1.0,-16.5519,-68.6645,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Apolista,Bolivia (Plurinational State of),BOL,Extinct,0.0,-14.4027,-68.6206,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Jorá,Bolivia (Plurinational State of),BOL,Critically endangered,0.0,-14.0246,-63.3581,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Cavineña,Bolivia (Plurinational State of),BOL,Definitely endangered,,-12.3829,-66.7419,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Reyesano,Bolivia (Plurinational State of),BOL,Critically endangered,,-14.7748,-66.9396,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Tacana,Bolivia (Plurinational State of),BOL,Definitely endangered,,-13.272,-67.7856,5.125037037037037,62.0,48.87,Low Proficiency,1,8526200235.1022
Yuki,United States of America,USA,Extinct,0.0,37.4336,-118.5908,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Navajo,United States of America,USA,Vulnerable,120000.0,35.8044,-108.475,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Sioux,United States of America,USA,Vulnerable,25000.0,43.0588,-102.5244,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
O'odham (Akimel),United States of America,USA,Definitely endangered,15000.0,33.059,-112.0479,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
O'odham (Tohono),United States of America,USA,Definitely endangered,15000.0,31.9186,-111.8798,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Central Alaskan Yupik (2),United States of America,USA,Vulnerable,10400.0,61.4387,-160.4882,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Central Alaskan Yupik (Nuniak Island),United States of America,USA,Vulnerable,10400.0,59.8889,-166.28900000000004,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Cherokee (Oklahoma),United States of America,USA,Definitely endangered,10000.0,36.7544,-98.3569,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Choctaw (Louisiana),United States of America,USA,Vulnerable,9500.0,31.6822,-92.1252,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Choctaw (Mississipi),United States of America,USA,Vulnerable,9500.0,32.7713,-89.1163,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Choctaw (Oklahoma),United States of America,USA,Vulnerable,9500.0,34.1472,-94.81,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Zuni,United States of America,USA,Vulnerable,9000.0,35.082,-108.76,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Micmac (Massachusetts),United States of America,USA,Definitely endangered,8145.0,42.3589,-71.0578,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Ojibwe,United States of America,USA,Severely endangered,8000.0,46.0706,-93.6677,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Rio Grande Keresan,United States of America,USA,Definitely endangered,6685.0,35.5147,-106.3655,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Western Apache,United States of America,USA,Definitely endangered,6000.0,33.2563,-110.4637,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Creek,United States of America,USA,Definitely endangered,5000.0,35.6319,-95.9616,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Hopi,United States of America,USA,Vulnerable,5000.0,35.8721,-110.6205,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Acoma-Laguna,United States of America,USA,Definitely endangered,4000.0,34.8964,-107.5816,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Crow,United States of America,USA,Definitely endangered,3500.0,45.5963,-107.4613,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Jemez,United States of America,USA,Vulnerable,3000.0,35.6151,-106.7242,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
"Mohawk (Akwesasne, St. Regis)",United States of America,USA,Definitely endangered,3000.0,45.0033,-74.6497,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
North Alaskan Inupiaq (Kotzebue Sound),United States of America,USA,Severely endangered,2144.0,66.8972,-162.5855,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
North Alaskan Inupiaq (North Slope),United States of America,USA,Severely endangered,2144.0,71.2725,-156.7749,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Seward Peninsula Inupiaq (King Island),United States of America,USA,Critically endangered,2144.0,64.9728,-168.0616,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Seward Peninsula Inupiaq (Little Diomede Island),United States of America,USA,Critically endangered,2144.0,65.755,-168.9167,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Seward Peninsula Inupiaq (Norton Sound),United States of America,USA,Critically endangered,2144.0,64.5433,-163.029,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Shoshoni (Idaho),United States of America,USA,Severely endangered,2000.0,43.0438,-112.4629,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Shoshoni (Nevada),United States of America,USA,Severely endangered,2000.0,40.0358,-113.9835,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Shoshoni (Wyoming),United States of America,USA,Severely endangered,2000.0,43.014,-108.8209,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Cheyenne (Montana),United States of America,USA,Definitely endangered,1700.0,45.5495,-106.5263,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Upland Yuman,United States of America,USA,Vulnerable,1650.0,36.2377,-112.7094,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Southern Tiwa (Isleta Pueblo),United States of America,USA,Definitely endangered,1600.0,34.9057,-106.7066,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Southern Tiwa (Sandia Pueblo),United States of America,USA,Definitely endangered,1600.0,35.2516,-106.565,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Tewa (Arizona),United States of America,USA,Definitely endangered,1600.0,35.8334,-110.3798,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Tewa (New Mexico),United States of America,USA,Severely endangered,1600.0,36.053,-106.0708,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Mescalero-Chiricahua Apache (New Mexico),United States of America,USA,Definitely endangered,1500.0,33.1514,-105.7942,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Arapaho (Wyoming),United States of America,USA,Severely endangered,1000.0,43.0139,-108.8214,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Blackfoot (United States of America),United States of America,USA,Definitely endangered,1000.0,48.5699,-113.0918,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Central Siberian Yupik (St. Lawrence Island),United States of America,USA,Definitely endangered,1000.0,63.7444,-171.7242,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Cherokee (North Carolina),United States of America,USA,Severely endangered,1000.0,35.113,-84.0588,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Hawaiian,United States of America,USA,Critically endangered,1000.0,21.9226,-160.1147,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Hualapai,United States of America,USA,Vulnerable,1000.0,35.5279,-113.4297,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Taos,United States of America,USA,Definitely endangered,800.0,36.4717,-105.5596,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Chickasaw,United States of America,USA,Severely endangered,600.0,34.6,-96.8161,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Yaqui (United States of America),United States of America,USA,Definitely endangered,510.0,32.1158,-111.0638,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Havasupai,United States of America,USA,Definitely endangered,500.0,36.2429,-112.6897,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Maliseet-Passamaquoddy,United States of America,USA,Severely endangered,500.0,44.9572,-67.0496,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Mikasuki,United States of America,USA,Vulnerable,500.0,26.3202,-80.9877,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
"Ute (Colorado, Ute Mountain)",United States of America,USA,Severely endangered,500.0,37.2105,-108.7223,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Ottawa (Michigan),United States of America,USA,Critically endangered,459.0,43.5971,-84.7752,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Koasati (Louisiana),United States of America,USA,Definitely endangered,450.0,30.4855,-92.8494,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Koasati (Texas),United States of America,USA,Definitely endangered,450.0,30.7155,-94.6965,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Cheyenne (Oklahoma),United States of America,USA,Severely endangered,400.0,35.6022,-97.9766,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Kickapoo (Kansas),United States of America,USA,Severely endangered,400.0,39.6972,-95.7089,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Kickapoo (Oklahoma),United States of America,USA,Severely endangered,400.0,35.4245,-97.0713,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
Kickapoo (Texas),United States of America,USA,Severely endangered,400.0,28.6147,-100.4386,2.158601851851852,1.0,100.0,Native Speakers,1,6991517086206.896
