Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,GDP Average (Current US $)
MWI,162956740.865183,174576508.46983102,183116337.673247,190816183.676326,194736105.277894,229455410.891782,260394792.104158,269814968.240817,245169806.79227203,265810632.42529702,290531621.264851,365386929.835119,406062874.25149703,444281703.893568,548621017.593913,613220652.9289191,670317634.173056,806290840.624654,949034016.830627,1058269065.98115,1237655461.1501,1237685691.94683,1180104216.01137,1223186840.31324,1208008985.42522,1131347798.26653,1183654827.79002,1183094127.7674599,1379924257.21313,1590215582.5330698,1880771556.30474,2203545856.66893,1799517081.5641198,2070636935.5864398,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.1053398,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.8751698,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905,2 Billion
MYS,1916241996.60264,1901868548.28172,2001502678.6881,2510126747.68065,2674441395.5311604,2956356984.18921,3143538481.64119,3188945511.56409,3330393309.81315,3664575983.2745295,3864170913.36731,4244340333.51899,5043268548.73032,7662996766.66803,9496074114.07918,9298800799.46702,11050125904.9418,13139397879.1695,16358376511.2263,21213672089.1976,24488033442.0506,25004557093.8761,26804401815.5348,30346788437.5135,33943505717.6993,31200161095.4491,27734562640.4277,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49142784405.0044,59167157497.9385,66894448545.1226,74477975918.3051,88704944178.6284,100854996422.60901,100005323301.86699,72167753770.8928,79148947368.4211,93789736842.1053,92783947368.4211,100845263157.895,110202368421.05301,124749736842.105,143534102611.49698,162690965596.205,193547824063.3,230813597937.526,202257586267.55603,255016609232.871,297951960784.31396,314443149443.149,323277158906.979,338061963396.37604,296636282166.176,296752886724.682,314710259510.743,87 Billion
NAC,584477920198.99,604157219440.397,647173002027.413,683353535761.531,734790505460.8579,797723909391.131,875492805408.9359,926623934246.798,1013409031841.72,1097952410241.71,1163966395224.42,1267253061477.52,1395767220992.02,1560140359214.08,1709546297648.26,1863102029787.65,2084548864401.62,2298010156934.65,2575679667449.81,2875732302185.42,3136972126345.01,3517909963656.99,3659283025119.14,3979574111781.89,4397051258071.62,4712529999482.75,4968766427343.98,5302830242049.45,5761398451214.26,6224250243275.25,6575110950908.47,6786006083611.19,7133366589284.92,7457709121892.44,7888761439501.61,8270122373385.4,8731442777972.13,9264273191726.28,9724112027406.81,10340031087640.9,11030552667252.6,11361884260892.6,11739401906646.5,12407237511367.9,13302608706074.6,14267952115864.7,15176717496461.2,15948507238205.8,16273823136997.2,15795698382986.4,16583580836811.1,17312124677047.8,17985081294447.6,18539718715830.2,19232659728993.0,19686255793552.8,20166305457752.0,21049975179140.2,8 Trillion
NAM,,,,,,,,,,,,,,,,,,,,,2422096074.58458,2246757386.46297,2116069373.7687898,2293990996.47113,1947967886.4638898,1605911706.00638,1806223061.2946398,2296378834.86149,2491412335.78392,2531519951.42295,2785764518.01845,2992650471.61481,3424733534.55507,3218475903.9298897,3636646002.7129703,3942478194.55049,3945340780.6650896,4102648721.44987,3826527637.5694704,3818954448.60776,3833993706.7358103,3476452442.92614,3275669892.4540005,4811994025.98634,6480441754.90775,7121391945.38407,7835043624.092091,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11650656642.2655,11281259987.2185,13253698014.7075,6 Billion
NCL,,,,,,159594493.548808,164206537.561675,180036768.87301,215507164.034258,263108834.53668398,358815681.903215,413634335.270097,505892512.861927,542294864.81243,637400199.110489,816647865.83143,798310509.647434,837616756.5337371,846007597.720396,1047225130.2433301,1182457142.6064801,972563810.230325,904619629.7972679,823832940.450511,796018978.4713,854823821.723177,1201262517.87644,1488113532.28584,2072735787.3177898,2185072798.33184,2529310103.83608,2653781596.46008,2923764926.39718,3070161471.0445104,3038727617.03901,3628440274.67,3606968433.9268203,3291489840.57141,3158806480.26107,3056999988.09146,2682347064.3642,,,,,,,,,,,,,,,,,,1 Billion
NER,449526872.56556106,485785234.940376,531736492.909178,586294761.493516,582816358.347155,673383604.238783,702296184.3613441,665586975.0883019,641214210.668969,625867922.677513,649916708.242419,693573595.320975,742779740.393513,946385033.011918,1026136974.4753599,1048690933.2102699,1064517574.5604199,1291457973.12517,1774365275.1822603,2109278101.9887,2508524186.43352,2170893038.90053,2017611927.4037,1803099731.5425699,1461243212.42814,1440581533.7564,1904097020.2933302,2233005822.58534,2280356338.22867,2179567107.50159,2480673194.99252,2327986215.86356,2344987614.2744102,1606581743.7849698,1563207224.65066,1880803361.6856198,1987770898.5433397,1845599608.44272,2076737356.6789699,2018193703.0604699,1798374468.3636198,1945327564.65042,2170481508.86916,2731416346.4815803,3052898739.4678,3405134831.8504896,3646728060.0646296,4291363390.91295,5379299887.69673,5373097440.5653,5718664504.91341,6409184724.22579,6942258305.19085,7667952566.39877,8229731383.7693,7217667780.59665,7528285443.607691,8119710126.3489,3 Billion
NGA,4196092258.15484,4467200335.993279,4909302953.94092,5165489010.2198,5552822483.55033,5874422511.54977,6366792664.14672,5203135937.28125,5200895982.08036,6634187316.253671,12545849083.0183,9181769911.504429,12274416017.7976,15162871287.1287,24846641318.1242,27778934624.6973,36308883248.731,36035407725.3219,36527862208.7133,47259911894.2731,64201788122.6054,164475209515.19,142769363313.375,97094911790.6948,73484359521.0997,73745821156.2995,54805852581.1516,52676041930.5791,49648470439.7963,44003061108.3357,54035795388.0915,49118433047.6289,47794925815.5762,27752204320.2018,33833042988.4426,44062465800.0298,51075815092.3101,54457835193.9415,54604050167.9039,59372613485.9147,69448756932.6008,74030364472.4442,95385819320.7164,104911947833.92699,136385979322.685,176134087150.54,236103982431.63898,275625684968.912,337035512676.56396,291880204327.632,363359886203.26294,410334579160.59,459376049763.819,514966287334.443,568498937615.594,494583180777.234,404649527537.71295,375745486520.656,121 Billion
NIC,223854666.66666698,240524723.428571,265291588.66666698,292916241.14285696,341973758.85714304,566542872.3571429,606671444.0,657171436.7142861,695899980.428571,747971449.571429,776585681.071429,826571413.428571,880842890.0714289,1093571441.5,1520900045.14286,1590428522.64286,1847871371.71429,2239857060.57143,2142128603.78571,1527852635.63158,2189347367.52632,2448290109.65,2465165179.69565,2743341724.08333,3105517091.4137897,2683816288.7907,2885710608.8808,3851213727.6785703,2630904261.83247,1013184745.70715,1009455483.8709699,1488804123.71134,1792800000.0,1756454248.36601,3863185119.0476203,4140470000.0,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763671610.70006,7423377429.05927,8496965842.2767,8298695144.915071,8758622328.66962,9774316692.15985,10532001129.67,10982972256.3787,11880438824.4494,12611087031.4931,13184989877.5664,13814261535.5434,4 Billion
NLD,12276734172.0828,13493833739.9949,14647057370.1418,15891241386.291,18699380731.3465,21000586933.2041,22867203317.4022,25087562181.3218,27817605743.2503,31503868835.1853,37677621537.7123,44010160463.6591,54008338917.8797,70924006306.1643,86129928026.8875,98970041042.175,107775403067.17801,125395875998.923,153870462415.971,177376289135.45,192661371425.405,162039376225.382,156456858050.673,151487045479.114,142075910370.879,142009922306.263,198298498021.227,241918791122.715,258567751142.825,255039560739.89398,314267667675.178,323320449905.705,358330385839.599,349037818106.312,374291430318.44,446528959648.641,445704575163.399,412199006098.938,432476116418.574,441975282335.39294,412807259996.315,426573601789.709,465368906455.863,571863431151.2421,650532654581.574,678533764457.157,726649102998.369,839419655078.018,936228211513.11,857932759099.75,836389937229.197,893757287201.688,828946812396.788,866680000367.264,879635084124.987,757999453314.269,777227541581.307,826200282501.1271,348 Billion
NOR,5163271598.157021,5632460936.54576,6066976682.67364,6510239502.76489,7159202706.48027,8058681060.159,8696460205.3397,9514496703.397621,10159934136.7838,11063065083.4888,12814123115.2613,14583114840.0629,17358610849.701,22534253702.8686,27145693810.1341,32877805200.023,35942270686.3374,41508030431.1074,46523091009.6713,53132244623.9213,64439382896.0156,63596654760.8677,62647195537.6511,61627240831.0948,62057955032.7758,65416879914.3907,78693253275.995,94230055658.6271,101900260856.22198,102633789557.535,119791683307.50699,121872464483.487,130838040067.584,120579072750.596,127131461119.92699,152027402449.80402,163517783497.163,161354369892.838,154165219811.53302,162286003692.686,171315639982.731,174003247439.305,195418347152.985,228752436371.85397,264357494659.388,308722079937.912,345424664369.357,401082621082.62103,462554432624.114,386622457579.95,429130952709.224,498831558925.86,510229136226.90204,523502127659.574,499338534779.159,386663139402.70703,371075238095.238,398831956477.937,157 Billion
NPL,508334413.965087,531959561.62226,574091101.1943821,496947904.443033,496098775.30864197,735267082.294264,906811943.824649,841974025.462659,772228643.405428,788641965.432099,865975308.641975,882765471.604938,1024098804.93827,972101724.995368,1217953546.9760401,1575789254.4693801,1452792989.10865,1382400000.0,1604162497.45945,1851250008.3333302,1945916583.3333302,2275583316.66667,2395429852.4307604,2447174803.37791,2581207387.79709,2619913955.51556,2850784523.37711,2957255379.54315,3487009748.35638,3525228153.17361,3627562402.66027,3921476084.8907204,3401211581.29176,3660041666.6666703,4066775510.2040796,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.905021,6007055042.539929,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.467059,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,24880266905.4961,6 Billion
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20432742.1126982,39333572.3247894,44290951.925200604,49248810.5726872,72751801.046087,103811958.762887,108601538.461538,117020381.93169299,100459782.608696,102060129.577055,113884908.36413,79 Million
NZL,5485854791.970961,5670064168.21773,6077496267.762939,6638937283.139629,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.530029,5180597620.64135,5761588761.69421,6623527494.68025,8066935949.221,9820126397.66651,13024906080.423,14069222283.508001,12995256381.2966,13612626656.2744,15470524340.8709,18614130434.7826,20580987679.0544,23149971048.0602,24167846141.0374,24345229424.6176,24482781282.8601,21903971793.0105,24950895140.665,30604668356.5695,40338594862.2717,45493075684.38,44170562821.8027,45519034243.71,42756020706.7297,41636005954.9128,46712018140.5896,55154160815.6786,63918039319.8725,70140835299.0148,66074513017.7142,56227696194.5366,58762260625.8758,52622842840.2055,53872425916.6248,66627729311.4495,88250885550.2626,103904537815.12599,114718721396.888,111608845081.38301,137316087308.003,133279679482.67401,121338622025.111,146583831538.331,168461998741.295,176192886551.397,190785204763.525,200955119873.905,177620948761.31,189285950470.754,205852838254.712,60 Billion
OED,1071007338083.09,1125713884328.87,1215677466110.84,1310158296448.63,1431731144440.08,1554376695917.22,1706662423599.69,1831397855926.03,1985260484679.09,2178938544781.97,2392021448809.52,2648869261048.92,3074007175608.02,3713611962442.24,4163706257853.93,4664425805071.16,5055541416409.28,5700601467579.07,6844884763691.15,7906069965718.5,8784026890119.34,8943040125214.29,8806438659250.34,9101329773798.04,9516443747433.58,10029917431769.6,12155485034950.0,14084760380767.9,15881814408313.7,16617948008726.5,18715226043501.8,19812133387933.4,21306292911488.4,21596785721601.2,23078566608692.0,25440732789663.8,25660741447485.9,25277102347736.4,25541951485248.1,26836203136857.2,27406671767333.5,27157368689215.7,28339031772329.2,31734387211003.9,35318858987240.1,37336037234230.5,39364104147213.2,43034317399239.3,45559785979898.6,42617383720415.5,44647279651025.7,47978631594101.6,47893537166943.4,48473422756535.5,49485304942607.9,46749583061470.0,47659683711510.1,49629781174501.2,20 Trillion
OMN,,,,,,63287594.51134139,67768132.17586109,107152720.243027,188864890.808735,239980801.535877,256299496.040317,301010587.102984,366857738.40542,483033932.135729,1645917776.49103,2096699189.3456898,2560220034.74233,2741169947.8865104,2740301389.69311,3733352634.62652,5981760277.938621,7259120150.550091,7554719455.703529,7932541690.79328,8821366531.557621,10005500579.0388,7323822251.3089,7811183094.92848,8386215864.75943,9372171651.49545,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.696999,13802600780.2341,15277763328.9987,15837451235.3706,14085373211.9636,15710148244.4733,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,58642392717.8153,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68905071521.4564,66824447334.2003,72642652795.8387,21 Billion
OSS,,,,,,,,,,,,,,,,13426996456.8498,16693467173.6483,18791640709.4299,20730947158.6442,26927118119.6595,37398575640.2798,37592555270.0351,35559466079.9277,33597596034.69,33838210265.0168,32155630441.4301,32547222540.9198,38613926056.8712,43384702549.9313,45437716332.6983,54371459809.2087,55980364198.5014,61072484437.0693,58135247601.5374,60821492007.4875,69824485482.0043,73718863329.289,76781675309.9655,75216834983.015,80942411092.88701,91543040987.1909,91049676400.3395,98176522511.3999,121863126396.696,151429039674.116,184150951873.71,217103830508.036,265566505261.352,325682036300.389,279012564003.478,324296889115.896,400607646223.844,418985290827.44604,436054902532.825,448114815325.367,370581353575.521,365180793974.34204,403250638049.942,142 Billion
PAK,3707055900.8819795,4054599181.01638,4233095590.0882,4540529105.41789,5130407727.84544,5884712095.75809,6466610751.78496,7403821902.56195,8090088555.2289,8632927257.45485,10027088849.223,10602058189.8362,9309109764.07784,6324884129.38617,8773030424.24242,11340000242.4242,13338484979.798,15126059646.4646,17820100626.2626,19707979303.0303,23689696767.6768,28100605515.1515,30725972786.7299,28691890433.0709,31151824658.6524,31144920554.0897,31899071053.9368,33351528115.351,38472741737.3968,40171019643.3511,40010424928.715,45451960731.7204,48635176852.7673,51478304859.5879,51894781281.8919,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2325,83244801092.7096,97977766197.6724,109502102510.88301,137264061106.04301,152385716311.916,170077814106.305,168152775283.03198,177406854514.885,213587413183.996,224383620829.57,231218567178.97897,244360888750.807,270556126820.064,278654637737.69,304951818494.06604,71 Billion
PAN,537147100.0,599026300.0,652120900.0,722784500.0,776137500.0,852485300.0,928833000.0,1034376400.0,1112791100.0,1221305700.0,1351006400.0,1523917200.0,1673411700.0,1913793400.0,2188307600.0,2435304100.0,2588106000.0,2738261900.0,3244558600.0,3704551600.0,4614086400.0,5222421500.0,5769767900.0,5923755900.0,6183387100.0,6541517100.0,6797834200.0,6827665300.0,5902783400.0,5918469800.0,6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9870494000.0,10677286100.0,11575486400.0,12130252200.0,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984200.0,25155888600.0,27116635600.0,29440287600.0,34686224300.0,40429734400.0,45599994000.0,49921464365.3204,54091713775.5634,57957594212.2216,62283756584.4322,13 Billion
PER,2571908062.07692,2899654840.36563,3286773187.87687,3600957771.15299,4356913870.23504,5166861068.421639,6113607728.15668,6204253758.57616,5736083835.224811,6420909789.63824,7432223176.77261,8289582883.50127,9189413409.01292,10994381894.7984,13858441211.2196,16877163792.1284,15947709379.6507,14620386673.8544,12495779622.071001,15962459447.2168,18134029179.6393,21649137620.3055,21793496819.3379,17345624453.6916,17599660054.286,16548827018.2872,15244232957.8759,20702298396.9717,15439408447.2288,22499559086.0343,26410386669.3609,34672122380.7687,36139225287.9079,35158109999.4973,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.882996,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201217661645.50897,201080662205.00198,189926516769.25,191639655121.33,211389272242.15698,54 Billion
