Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band
Arvanitika,Greece,GRC,Severely endangered,50000.0,38.1863,23.6096,1.7751851851851854,23.0,58.49,High Proficiency
Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia",GRC,Severely endangered,5000.0,41.1042,22.2025,1.7751851851851854,23.0,58.49,High Proficiency
Tsakonian,Greece,GRC,Critically endangered,300.0,37.1712,22.7911,1.7751851851851854,23.0,58.49,High Proficiency
Cappadocian Greek (Greece),Greece,GRC,Critically endangered,,40.9798,24.104,1.7751851851851854,23.0,58.49,High Proficiency
Corfiot Italkian,Greece,GRC,Critically endangered,,39.5908,19.8591,1.7751851851851854,23.0,58.49,High Proficiency
Gagauz (South Balkans),"Greece, The former Yugoslav Republic of Macedonia, Turkey",GRC,Severely endangered,,41.4633,22.6977,1.7751851851851854,23.0,58.49,High Proficiency
Eastern Cham,Viet Nam,VNM,Definitely endangered,50000.0,10.7833,108.0833,4.099074074074074,,,
Cosung (Viet Nam),Viet Nam,VNM,Definitely endangered,47000.0,22.6166,102.75,4.099074074074074,,,
Chrau,Viet Nam,VNM,Definitely endangered,15000.0,10.5634,107.1496,4.099074074074074,,,
Chru,Viet Nam,VNM,Vulnerable,12000.0,11.4666,109.05,4.099074074074074,,,
Phula (Viet Nam),Viet Nam,VNM,Definitely endangered,9046.0,22.7833,105.4666,4.099074074074074,,,
Baheng (Viet Nam),Viet Nam,VNM,Vulnerable,5569.0,22.8166,106.35,4.099074074074074,,,
Lachi,Viet Nam,VNM,Definitely endangered,5000.0,22.5,104.1333,4.099074074074074,,,
Mo'ang (Viet Nam),Viet Nam,VNM,Definitely endangered,5000.0,22.7833,105.3666,4.099074074074074,,,
Khang Quang Lam,Viet Nam,VNM,Severely endangered,3921.0,22.0333,102.6666,4.099074074074074,,,
Mang (Viet Nam),Viet Nam,VNM,Definitely endangered,2300.0,22.35,102.9666,4.099074074074074,,,
Nguon,Viet Nam,VNM,Vulnerable,2000.0,17.5333,105.3833,4.099074074074074,,,
Côông,Viet Nam,VNM,Definitely endangered,1676.0,22.5943,102.7455,4.099074074074074,,,
Laghuu,Viet Nam,VNM,Definitely endangered,500.0,23.6166,105.6833,4.099074074074074,,,
Laha (Lao Cai),Viet Nam,VNM,Definitely endangered,500.0,22.0333,103.75,4.099074074074074,,,
Laha (Son La),Viet Nam,VNM,Definitely endangered,500.0,21.4666,103.75,4.099074074074074,,,
Green Gelao (Viet Nam),Viet Nam,VNM,Critically endangered,300.0,23.1333,105.25,4.099074074074074,,,
Nung Ven,Viet Nam,VNM,Vulnerable,200.0,23.15,105.2166,4.099074074074074,,,
Red Gelao (Viet Nam),Viet Nam,VNM,Critically endangered,20.0,23.1666,105.25,4.099074074074074,,,
White Gelao (Viet Nam),Viet Nam,VNM,Severely endangered,20.0,23.2,105.3333,4.099074074074074,,,
Iduh (Viet Nam),Viet Nam,VNM,Critically endangered,5.0,19.4162,104.48700000000001,4.099074074074074,,,
Transylvanian Saxon,Romania,ROU,Severely endangered,50000.0,46.214,24.2413,1.9975925925925928,16.0,60.31,High Proficiency
Banat Bulgarian,"Romania, Serbia",ROU,Definitely endangered,25000.0,45.4832,20.9069,1.9975925925925928,16.0,60.31,High Proficiency
Csángó Hungarian,Romania,ROU,Severely endangered,25000.0,46.7925,27.1911,1.9975925925925928,16.0,60.31,High Proficiency
Nogay (Dobruja),Romania,ROU,Severely endangered,,44.6491,27.8173,1.9975925925925928,16.0,60.31,High Proficiency
Turoyo,"Syrian Arab Republic, Turkey",SYR,Severely endangered,50000.0,37.405,41.3745,5.683722222222222,,,
Western Neo-Aramaic,Syrian Arab Republic,SYR,Definitely endangered,20000.0,33.8339,36.5405,5.683722222222222,,,
Mlahso (Syria),Syrian Arab Republic,SYR,Extinct,0.0,37.0542,41.2363,5.683722222222222,,,
Võro-Seto,"Estonia, Russian Federation",EST,Definitely endangered,50000.0,57.8096,27.29,1.825555555555556,,,
West Greenlandic,Greenland (Kingdom of Denmark),GRL,Vulnerable,50000.0,64.1681,-51.7236,2.3587916666666664,,,
East Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,3000.0,65.6061,-37.6858,2.3587916666666664,,,
North Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,1000.0,77.4815,-69.3511,2.3587916666666664,,,
Zaramo,United Republic of Tanzania,TZA,Definitely endangered,50000.0,-6.922000000000001,39.2409,6.24087037037037,,,
Burunge,United Republic of Tanzania,TZA,Vulnerable,10000.0,-4.7297,35.7769,6.24087037037037,,,
Vidunda,United Republic of Tanzania,TZA,Vulnerable,10000.0,-6.8664,37.304,6.24087037037037,,,
Segeju,United Republic of Tanzania,TZA,Severely endangered,7000.0,-4.8173,39.0783,6.24087037037037,,,
Dhaiso,United Republic of Tanzania,TZA,Definitely endangered,5000.0,-5.0745,38.4741,6.24087037037037,,,
Kami,United Republic of Tanzania,TZA,Severely endangered,5000.0,-6.8937,37.1337,6.24087037037037,,,
Hadza,United Republic of Tanzania,TZA,Vulnerable,975.0,-3.4010000000000002,35.3897,6.24087037037037,,,
Gweno,United Republic of Tanzania,TZA,Critically endangered,10.0,-3.7135,37.6501,6.24087037037037,,,
Aasax,United Republic of Tanzania,TZA,Extinct,0.0,-5.1948,37.738,6.24087037037037,,,
Kw'adza,United Republic of Tanzania,TZA,Extinct,0.0,-5.3753,35.8621,6.24087037037037,,,
Akie,United Republic of Tanzania,TZA,Critically endangered,,-4.7735,37.3315,6.24087037037037,,,
Irish,"Ireland, United Kingdom of Great Britain and Northern Ireland",IRL,Definitely endangered,44000.0,53.7876,-9.1845,2.7285185185185186,,,
Yola,Ireland,IRL,Extinct,0.0,52.2266,-6.4846,2.7285185185185186,,,
Phuthi,Lesotho,LSO,Definitely endangered,43000.0,-29.3791,28.2838,4.8793148148148155,,,
Dungan,"Kazakhstan, Kyrgyzstan",KAZ,Definitely endangered,41000.0,42.4518,78.4643,2.9483333333333333,80.0,45.19,Very Low Proficiency
Jola-Kassa,Senegal,SEN,Vulnerable,40850.0,13.1089,-15.8999,6.492129629629631,39.0,53.5,Moderate Proficiency
Mancagne,Senegal,SEN,Vulnerable,26450.0,12.7743,-15.6967,6.492129629629631,39.0,53.5,Moderate Proficiency
Bassari,Senegal,SEN,Vulnerable,17910.0,12.4419,-12.6617,6.492129629629631,39.0,53.5,Moderate Proficiency
Bayot,Senegal,SEN,Vulnerable,17150.0,12.4218,-16.4149,6.492129629629631,39.0,53.5,Moderate Proficiency
Gusilay,Senegal,SEN,Vulnerable,13950.0,12.7019,-16.4382,6.492129629629631,39.0,53.5,Moderate Proficiency
Noon,Senegal,SEN,Vulnerable,10925.0,14.8173,-16.5234,6.492129629629631,39.0,53.5,Moderate Proficiency
Bandial,Senegal,SEN,Vulnerable,10125.0,12.5317,-16.1553,6.492129629629631,39.0,53.5,Moderate Proficiency
Karone,Senegal,SEN,Vulnerable,10000.0,12.7769,-16.7733,6.492129629629631,39.0,53.5,Moderate Proficiency
Paloor,Senegal,SEN,Vulnerable,9680.0,14.7801,-16.8035,6.492129629629631,39.0,53.5,Moderate Proficiency
Bainouk-Gunyaamolo,Senegal,SEN,Vulnerable,5635.0,12.7421,-16.1141,6.492129629629631,39.0,53.5,Moderate Proficiency
Kwatay,Senegal,SEN,Severely endangered,5625.0,12.4204,-16.7596,6.492129629629631,39.0,53.5,Moderate Proficiency
Menik,Senegal,SEN,Definitely endangered,3375.0,12.7528,-12.2717,6.492129629629631,39.0,53.5,Moderate Proficiency
Bainouk-Samik,Senegal,SEN,Severely endangered,1685.0,12.5733,-16.2652,6.492129629629631,39.0,53.5,Moderate Proficiency
Mlomp,Senegal,SEN,Critically endangered,500.0,12.7421,-16.4904,6.492129629629631,39.0,53.5,Moderate Proficiency
Patani Malay,Thailand,THA,Vulnerable,40000.0,6.6482,100.0387,3.2200555555555566,64.0,48.54,Low Proficiency
Bru,Thailand,THA,Definitely endangered,20000.0,15.3174,105.4938,3.2200555555555566,64.0,48.54,Low Proficiency
Lavua,Thailand,THA,Definitely endangered,15000.0,18.4483,98.1848,3.2200555555555566,64.0,48.54,Low Proficiency
Nyoe,Thailand,THA,Definitely endangered,15000.0,14.9102,104.6049,3.2200555555555566,64.0,48.54,Low Proficiency
Nyah Kur,Thailand,THA,Definitely endangered,10000.0,15.6587,101.5068,3.2200555555555566,64.0,48.54,Low Proficiency
Urak Lawoi (Thailand),Thailand,THA,Definitely endangered,2500.0,7.7756,98.3306,3.2200555555555566,64.0,48.54,Low Proficiency
Mpi,Thailand,THA,Definitely endangered,2000.0,18.2554,100.2227,3.2200555555555566,64.0,48.54,Low Proficiency
Kensiw (Thailand),Thailand,THA,Severely endangered,500.0,7.1712,99.7915,3.2200555555555566,64.0,48.54,Low Proficiency
Thavung (Thailand),Thailand,THA,Severely endangered,500.0,17.3168,103.5142,3.2200555555555566,64.0,48.54,Low Proficiency
Maniq,Thailand,THA,Definitely endangered,300.0,7.35,99.9333,3.2200555555555566,64.0,48.54,Low Proficiency
Gong,Thailand,THA,Severely endangered,80.0,15.088,99.523,3.2200555555555566,64.0,48.54,Low Proficiency
Chung (Thailand),Thailand,THA,Critically endangered,10.0,14.4897,99.1661,3.2200555555555566,64.0,48.54,Low Proficiency
Phalok,Thailand,THA,Extinct,0.0,18.9582,98.789,3.2200555555555566,64.0,48.54,Low Proficiency
Lua,Thailand,THA,Definitely endangered,,19.0049,101.184,3.2200555555555566,64.0,48.54,Low Proficiency
Romansh,Switzerland,CHE,Definitely endangered,35095.0,46.5777,9.6954,1.7248148148148146,15.0,61.77,High Proficiency
Ticuna,"Brazil, Colombia, Peru",BRA,Definitely endangered,35000.0,-4.3464,-70.0048,3.5668333333333333,53.0,50.93,Low Proficiency
Kaiowá Guarani,Brazil,BRA,Vulnerable,20000.0,-21.5812,-55.0759,3.5668333333333333,53.0,50.93,Low Proficiency
Terena,Brazil,BRA,Severely endangered,19000.0,-20.2841,-55.4638,3.5668333333333333,53.0,50.93,Low Proficiency
Kaingang,Brazil,BRA,Definitely endangered,18500.0,-28.1495,-52.4707,3.5668333333333333,53.0,50.93,Low Proficiency
Macushi (Brazil),Brazil,BRA,Vulnerable,15000.0,3.7765,-61.1279,3.5668333333333333,53.0,50.93,Low Proficiency
Guajajara,Brazil,BRA,Vulnerable,14000.0,-4.8282,-46.8017,3.5668333333333333,53.0,50.93,Low Proficiency
Xavante,Brazil,BRA,Vulnerable,13303.0,-14.4832,-53.5305,3.5668333333333333,53.0,50.93,Low Proficiency
Ñandeva Guarani,Brazil,BRA,Vulnerable,10000.0,-22.0652,-54.7558,3.5668333333333333,53.0,50.93,Low Proficiency
Mundurukú,Brazil,BRA,Vulnerable,8000.0,-8.1027,-57.3486,3.5668333333333333,53.0,50.93,Low Proficiency
Mebengokre,Brazil,BRA,Vulnerable,7266.0,-6.5569,-52.4707,3.5668333333333333,53.0,50.93,Low Proficiency
Tucano (Brazil),Brazil,BRA,Vulnerable,7000.0,0.1757,-67.2363,3.5668333333333333,53.0,50.93,Low Proficiency
Mawé,Brazil,BRA,Vulnerable,6219.0,-3.8642,-56.7773,3.5668333333333333,53.0,50.93,Low Proficiency
Cashinahua (Brazil),Brazil,BRA,Vulnerable,6000.0,-9.2603,-71.5304,3.5668333333333333,53.0,50.93,Low Proficiency
Mbya Guarani (Brazil),Brazil,BRA,Vulnerable,6000.0,-30.1451,-50.625,3.5668333333333333,53.0,50.93,Low Proficiency
Nheengatu / Yeral (Brazil),Brazil,BRA,Severely endangered,6000.0,-0.4833,-67.0166,3.5668333333333333,53.0,50.93,Low Proficiency
Yanomami (Brazil),Brazil,BRA,Vulnerable,6000.0,3.0746,-63.457,3.5668333333333333,53.0,50.93,Low Proficiency
Baníwa do Içana,"Brazil, Colombia, Venezuela (Bolivarian Republic of)",BRA,Vulnerable,5811.0,1.2743,-68.291,3.5668333333333333,53.0,50.93,Low Proficiency
Wapishana (Brazil),Brazil,BRA,Definitely endangered,4000.0,2.8113,-61.2377,3.5668333333333333,53.0,50.93,Low Proficiency
Yanomám,Brazil,BRA,Vulnerable,4000.0,3.3818,-63.8085,3.5668333333333333,53.0,50.93,Low Proficiency
Waiwai (Brazil),Brazil,BRA,Vulnerable,2916.0,-0.7909,-58.2714,3.5668333333333333,53.0,50.93,Low Proficiency
Wari,Brazil,BRA,Definitely endangered,2721.0,-11.7275,-65.0061,3.5668333333333333,53.0,50.93,Low Proficiency
Xerente,Brazil,BRA,Severely endangered,2569.0,-9.3356,-48.2227,3.5668333333333333,53.0,50.93,Low Proficiency
Karipuna do Amapá,Brazil,BRA,Vulnerable,2200.0,3.3379,-51.6796,3.5668333333333333,53.0,50.93,Low Proficiency
Krahô,Brazil,BRA,Vulnerable,2184.0,-8.4071,-47.2851,3.5668333333333333,53.0,50.93,Low Proficiency
Katukína-Kanamarí,Brazil,BRA,Vulnerable,2100.0,-5.6159,-68.7304,3.5668333333333333,53.0,50.93,Low Proficiency
Apurinã,Brazil,BRA,Definitely endangered,2000.0,-5.4847,-63.8964,3.5668333333333333,53.0,50.93,Low Proficiency
Culina (Brazil),Brazil,BRA,Vulnerable,2000.0,-7.1008,-68.7744,3.5668333333333333,53.0,50.93,Low Proficiency
Galibi Marworno,Brazil,BRA,Vulnerable,2000.0,3.4256,-52.0312,3.5668333333333333,53.0,50.93,Low Proficiency
Hupda (Brazil),Brazil,BRA,Vulnerable,1900.0,0.7909,-68.247,3.5668333333333333,53.0,50.93,Low Proficiency
Kadiwéu,Brazil,BRA,Definitely endangered,1600.0,-20.5222,-56.7237,3.5668333333333333,53.0,50.93,Low Proficiency
Akwáwa,Brazil,BRA,Vulnerable,1548.0,-5.2441,-52.7014,3.5668333333333333,53.0,50.93,Low Proficiency
Apinajé,Brazil,BRA,Vulnerable,1500.0,-6.0317,-47.5604,3.5668333333333333,53.0,50.93,Low Proficiency
Karajá,Brazil,BRA,Vulnerable,1500.0,-11.0921,-50.3393,3.5668333333333333,53.0,50.93,Low Proficiency
Mayoruna (Brazil),Brazil,BRA,Vulnerable,1500.0,-3.3379,-64.8413,3.5668333333333333,53.0,50.93,Low Proficiency
Cinta Larga,Brazil,BRA,Vulnerable,1440.0,-11.4154,-59.7216,3.5668333333333333,53.0,50.93,Low Proficiency
Bororo,Brazil,BRA,Definitely endangered,1390.0,-15.5172,-53.1024,3.5668333333333333,53.0,50.93,Low Proficiency
Kanela Rankokamekra,Brazil,BRA,Vulnerable,1337.0,-6.075,-44.9121,3.5668333333333333,53.0,50.93,Low Proficiency
Kurripako (Brazil),Brazil,BRA,Vulnerable,1332.0,0.7001,-68.3789,3.5668333333333333,53.0,50.93,Low Proficiency
Palikur (Brazil),Brazil,BRA,Vulnerable,1300.0,4.0396,-51.7236,3.5668333333333333,53.0,50.93,Low Proficiency
Maxakali,Brazil,BRA,Vulnerable,1271.0,-16.5519,-40.3417,3.5668333333333333,53.0,50.93,Low Proficiency
Marúbo,Brazil,BRA,Vulnerable,1252.0,-6.0968,-70.2246,3.5668333333333333,53.0,50.93,Low Proficiency
Akawaio (Brazil),Brazil,BRA,Vulnerable,1170.0,4.1711,-60.248999999999995,3.5668333333333333,53.0,50.93,Low Proficiency
Trio (Brazil),Brazil,BRA,Vulnerable,1156.0,1.7136,-55.2392,3.5668333333333333,53.0,50.93,Low Proficiency
Waimirí-Atroarí,Brazil,BRA,Vulnerable,1120.0,-1.0985,-60.8203,3.5668333333333333,53.0,50.93,Low Proficiency
Kayabi,Brazil,BRA,Vulnerable,1000.0,-11.1972,-53.2342,3.5668333333333333,53.0,50.93,Low Proficiency
Paiter,Brazil,BRA,Vulnerable,1000.0,-11.1245,-61.3476,3.5668333333333333,53.0,50.93,Low Proficiency
Pareci,Brazil,BRA,Definitely endangered,1000.0,-14.3525,-58.0174,3.5668333333333333,53.0,50.93,Low Proficiency
Yatê,Brazil,BRA,Severely endangered,1000.0,-7.0136,-37.0458,3.5668333333333333,53.0,50.93,Low Proficiency
Ka'apór,Brazil,BRA,Vulnerable,991.0,-2.8991,-46.3183,3.5668333333333333,53.0,50.93,Low Proficiency
Bakairi,Brazil,BRA,Vulnerable,950.0,-14.4213,-54.0305,3.5668333333333333,53.0,50.93,Low Proficiency
Machineri (Brazil),Brazil,BRA,Vulnerable,937.0,-10.5742,-70.4882,3.5668333333333333,53.0,50.93,Low Proficiency
Wajãpi,Brazil,BRA,Vulnerable,905.0,0.747,-52.8442,3.5668333333333333,53.0,50.93,Low Proficiency
Rikbaktsa,Brazil,BRA,Severely endangered,900.0,-10.6174,-58.2714,3.5668333333333333,53.0,50.93,Low Proficiency
Dení,Brazil,BRA,Vulnerable,875.0,-6.5773,-68.1591,3.5668333333333333,53.0,50.93,Low Proficiency
Ashaninka (Brazil),Brazil,BRA,Vulnerable,813.0,-9.3786,-73.1414,3.5668333333333333,53.0,50.93,Low Proficiency
Jamamadí,Brazil,BRA,Vulnerable,800.0,-9.0424,-68.3789,3.5668333333333333,53.0,50.93,Low Proficiency
Javaé,Brazil,BRA,Definitely endangered,800.0,-11.1568,-50.4711,3.5668333333333333,53.0,50.93,Low Proficiency
Tuyuca (Brazil),Brazil,BRA,Vulnerable,800.0,0.4394,-66.8847,3.5668333333333333,53.0,50.93,Low Proficiency
Nambiquara do Sul,Brazil,BRA,Vulnerable,721.0,-13.2506,-59.5404,3.5668333333333333,53.0,50.93,Low Proficiency
Piratapuya (Brazil),Brazil,BRA,Severely endangered,700.0,0.5712,-66.7089,3.5668333333333333,53.0,50.93,Low Proficiency
Krikati,Brazil,BRA,Vulnerable,682.0,-5.8674,-46.7468,3.5668333333333333,53.0,50.93,Low Proficiency
Wanano / Kotiria (Brazil),Brazil,BRA,Vulnerable,650.0,0.6152,-67.5,3.5668333333333333,53.0,50.93,Low Proficiency
Yuhup (Brazil),Brazil,BRA,Vulnerable,617.0,-1.0546,-69.3896,3.5668333333333333,53.0,50.93,Low Proficiency
Desano (Brazil),Brazil,BRA,Definitely endangered,600.0,0.0878,-67.9394,3.5668333333333333,53.0,50.93,Low Proficiency
Hixkaryána,Brazil,BRA,Vulnerable,600.0,-0.5493,-58.5131,3.5668333333333333,53.0,50.93,Low Proficiency
Kuikuro,Brazil,BRA,Vulnerable,600.0,-12.35,-53.21,3.5668333333333333,53.0,50.93,Low Proficiency
Yaminahua (Brazil),Brazil,BRA,Vulnerable,600.0,-10.6606,-69.6972,3.5668333333333333,53.0,50.93,Low Proficiency
Tapirapé,Brazil,BRA,Vulnerable,564.0,-10.6606,-50.4602,3.5668333333333333,53.0,50.93,Low Proficiency
Yawanawá,Brazil,BRA,Vulnerable,519.0,-10.8333,-70.0927,3.5668333333333333,53.0,50.93,Low Proficiency
Kalapalo,Brazil,BRA,Vulnerable,506.0,-12.1574,-53.2521,3.5668333333333333,53.0,50.93,Low Proficiency
Pemon (Brazil),Brazil,BRA,Vulnerable,500.0,4.664,-60.216,3.5668333333333333,53.0,50.93,Low Proficiency
Pukobyê,Brazil,BRA,Vulnerable,494.0,-5.3316,-46.7138,3.5668333333333333,53.0,50.93,Low Proficiency
Gavião do Pará,Brazil,BRA,Vulnerable,476.0,-5.1784,-48.998999999999995,3.5668333333333333,53.0,50.93,Low Proficiency
Ninam (Brazil),Brazil,BRA,Vulnerable,466.0,3.1185,-62.9736,3.5668333333333333,53.0,50.93,Low Proficiency
Zoró,Brazil,BRA,Vulnerable,464.0,-10.9519,-61.0729,3.5668333333333333,53.0,50.93,Low Proficiency
Sanema (Brazil),Brazil,BRA,Vulnerable,462.0,2.8113,-63.0615,3.5668333333333333,53.0,50.93,Low Proficiency
Kanela Apaniekra,Brazil,BRA,Vulnerable,458.0,-6.2716,-46.1865,3.5668333333333333,53.0,50.93,Low Proficiency
Enawenê-Nawê,Brazil,BRA,Vulnerable,445.0,-12.5223,-59.7656,3.5668333333333333,53.0,50.93,Low Proficiency
Gavião de Rondônia,Brazil,BRA,Vulnerable,436.0,-10.4445,-61.6992,3.5668333333333333,53.0,50.93,Low Proficiency
Yecuana (Brazil),Brazil,BRA,Vulnerable,430.0,2.8552,-63.3251,3.5668333333333333,53.0,50.93,Low Proficiency
Katukina do Acre,Brazil,BRA,Severely endangered,404.0,-6.4899,-69.2578,3.5668333333333333,53.0,50.93,Low Proficiency
Kamaiurá,Brazil,BRA,Vulnerable,400.0,-12.1655,-53.4292,3.5668333333333333,53.0,50.93,Low Proficiency
Pirahã,Brazil,BRA,Vulnerable,389.0,-6.9264,-61.1279,3.5668333333333333,53.0,50.93,Low Proficiency
Yudja,Brazil,BRA,Vulnerable,362.0,-10.956,-53.3235,3.5668333333333333,53.0,50.93,Low Proficiency
Kisêdjê,Brazil,BRA,Vulnerable,351.0,-11.5795,-53.031000000000006,3.5668333333333333,53.0,50.93,Low Proficiency
Myky,Brazil,BRA,Vulnerable,350.0,-12.5331,-59.5019,3.5668333333333333,53.0,50.93,Low Proficiency
Nadëb,Brazil,BRA,Definitely endangered,350.0,-1.9771,-67.0166,3.5668333333333333,53.0,50.93,Low Proficiency
Tenharim,Brazil,BRA,Severely endangered,350.0,-8.4071,-61.1499,3.5668333333333333,53.0,50.93,Low Proficiency
Ikpeng,Brazil,BRA,Vulnerable,342.0,-11.7376,-53.61600000000001,3.5668333333333333,53.0,50.93,Low Proficiency
Araweté,Brazil,BRA,Vulnerable,339.0,-5.1347,-52.3388,3.5668333333333333,53.0,50.93,Low Proficiency
Nambiquara do Norte,Brazil,BRA,Vulnerable,323.0,-11.8028,-59.8095,3.5668333333333333,53.0,50.93,Low Proficiency
Matís,Brazil,BRA,Vulnerable,322.0,-6.1405,-70.664,3.5668333333333333,53.0,50.93,Low Proficiency
Wauja,Brazil,BRA,Vulnerable,321.0,-12.2554,-53.5899,3.5668333333333333,53.0,50.93,Low Proficiency
Karitiana,Brazil,BRA,Vulnerable,320.0,-9.7307,-64.0942,3.5668333333333333,53.0,50.93,Low Proficiency
Apalai,Brazil,BRA,Vulnerable,317.0,1.2084,-55.1074,3.5668333333333333,53.0,50.93,Low Proficiency
Panará,Brazil,BRA,Vulnerable,306.0,-9.449,-54.5965,3.5668333333333333,53.0,50.93,Low Proficiency
Kaxarari,Brazil,BRA,Critically endangered,300.0,-9.5682,-66.1596,3.5668333333333333,53.0,50.93,Low Proficiency
Shanenawa,Brazil,BRA,Vulnerable,300.0,-8.1014,-70.2129,3.5668333333333333,53.0,50.93,Low Proficiency
Paumarí,Brazil,BRA,Severely endangered,290.0,-5.8947,-64.5996,3.5668333333333333,53.0,50.93,Low Proficiency
Wayana (Brazil),Brazil,BRA,Vulnerable,288.0,1.3182,-55.2612,3.5668333333333333,53.0,50.93,Low Proficiency
Guajá,Brazil,BRA,Vulnerable,283.0,-3.4914,-46.2963,3.5668333333333333,53.0,50.93,Low Proficiency
Arara do Pará,Brazil,BRA,Vulnerable,271.0,-3.7546,-52.976000000000006,3.5668333333333333,53.0,50.93,Low Proficiency
Karo,Brazil,BRA,Vulnerable,208.0,-10.5749,-61.5893,3.5668333333333333,53.0,50.93,Low Proficiency
Korúbo,Brazil,BRA,Vulnerable,205.0,-5.8346,-70.9277,3.5668333333333333,53.0,50.93,Low Proficiency
Mehináku,Brazil,BRA,Vulnerable,200.0,-12.5423,-53.2403,3.5668333333333333,53.0,50.93,Low Proficiency
Uru-eu-au-au,Brazil,BRA,Vulnerable,183.0,-11.6852,-63.6547,3.5668333333333333,53.0,50.93,Low Proficiency
Jarawára,Brazil,BRA,Vulnerable,180.0,-7.2153,-65.0115,3.5668333333333333,53.0,50.93,Low Proficiency
Zo'é,Brazil,BRA,Vulnerable,177.0,0.7909,-57.1289,3.5668333333333333,53.0,50.93,Low Proficiency
