Language,Countries Where Spoken,Country Code,Degree of Endangerment,Speakers,Latitude,Longitude,Fertility Rate Avg,2018 Rank,2018 Score,2018 Band
Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,11000.0,8.4941,-64.0942,4.0134629629629615,,,
Piaroa (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,11000.0,4.5435,-66.7089,4.0134629629629615,,,
Pume,Venezuela (Bolivarian Republic of),VEN,Definitely endangered,5000.0,6.7518,-68.247,4.0134629629629615,,,
Yecuana (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,5000.0,4.8501,-64.5117,4.0134629629629615,,,
Yanomami (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,4000.0,2.5918,-64.7314,4.0134629629629615,,,
Panare,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000.0,6.5445,-66.4233,4.0134629629629615,,,
Yukpa,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000.0,9.7956,-72.9382,4.0134629629629615,,,
Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,2000.0,1.2303,-66.8408,4.0134629629629615,,,
Hodi,Venezuela (Bolivarian Republic of),VEN,Vulnerable,600.0,6.075,-65.6323,4.0134629629629615,,,
Baniva,Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.8333,-67.5219,4.0134629629629615,,,
Warekena (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,500.0,2.5479,-67.2802,4.0134629629629615,,,
Sanema (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,393.0,4.4669,-64.1931,4.0134629629629615,,,
Mako,Venezuela (Bolivarian Republic of),VEN,Critically endangered,345.0,4.2149,-65.7421,4.0134629629629615,,,
Yawarana,Venezuela (Bolivarian Republic of),VEN,Severely endangered,300.0,5.3863,-66.0058,4.0134629629629615,,,
Ninam (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,100.0,4.5435,-63.5668,4.0134629629629615,,,
Sapé,Venezuela (Bolivarian Republic of),VEN,Critically endangered,50.0,5.0033,-63.5449,4.0134629629629615,,,
Añu,Venezuela (Bolivarian Republic of),VEN,Critically endangered,20.0,11.022,-71.7352,4.0134629629629615,,,
Uruak,Venezuela (Bolivarian Republic of),VEN,Critically endangered,19.0,3.9957,-63.5888,4.0134629629629615,,,
Pémono,Venezuela (Bolivarian Republic of),VEN,Critically endangered,1.0,5.6487,-65.8081,4.0134629629629615,,,
Wanai,Venezuela (Bolivarian Republic of),VEN,Critically endangered,0.0,7.1117,-66.7199,4.0134629629629615,,,
Baré (Venezuela),Venezuela (Bolivarian Republic of),VEN,Critically endangered,,1.4280000000000002,-66.9287,4.0134629629629615,,,
Bukiyip,Papua New Guinea,PNG,Vulnerable,10304.0,-3.4256,143.0886,5.1848148148148185,,,
Mussau-Emira,Papua New Guinea,PNG,Definitely endangered,3651.0,-1.4774,149.6392,5.1848148148148185,,,
Koitabu,Papua New Guinea,PNG,Vulnerable,3000.0,-9.346,147.1179,5.1848148148148185,,,
Bumbita Arapesh,Papua New Guinea,PNG,Vulnerable,2353.0,-3.6449,142.8002,5.1848148148148185,,,
Grass Koiari,Papua New Guinea,PNG,Vulnerable,1800.0,-9.4558,147.5559,5.1848148148148185,,,
Murik,Papua New Guinea,PNG,Vulnerable,1256.0,-3.8368,144.2807,5.1848148148148185,,,
Kuot,Papua New Guinea,PNG,Vulnerable,1000.0,-3.0692,151.5234,5.1848148148148185,,,
Taulil,Papua New Guinea,PNG,Vulnerable,800.0,-4.5435,152.0397,5.1848148148148185,,,
Karore,Papua New Guinea,PNG,Vulnerable,550.0,-6.1542,149.8205,5.1848148148148185,,,
Anuki,Papua New Guinea,PNG,Definitely endangered,542.0,-9.6522,149.7656,5.1848148148148185,,,
Laxudumau,Papua New Guinea,PNG,Vulnerable,500.0,-2.8922,151.2467,5.1848148148148185,,,
Sera,Papua New Guinea,PNG,Severely endangered,432.0,-3.0033,141.9158,5.1848148148148185,,,
Sengseng,Papua New Guinea,PNG,Vulnerable,400.0,-6.0681,150.2792,5.1848148148148185,,,
Kaningara,Papua New Guinea,PNG,Vulnerable,327.0,-4.5784,143.3612,5.1848148148148185,,,
Duwet,Papua New Guinea,PNG,Vulnerable,300.0,-6.4763,146.8377,5.1848148148148185,,,
Kandas,Papua New Guinea,PNG,Vulnerable,300.0,-4.4121,152.7868,5.1848148148148185,,,
Sissano,Papua New Guinea,PNG,Critically endangered,300.0,-3.0129,142.0491,5.1848148148148185,,,
Warapu,Papua New Guinea,PNG,Severely endangered,300.0,-2.9876,141.9838,5.1848148148148185,,,
Yimas,Papua New Guinea,PNG,Severely endangered,300.0,-4.6038,143.6077,5.1848148148148185,,,
Kaki Ae,Papua New Guinea,PNG,Vulnerable,266.0,-7.9653,145.7858,5.1848148148148185,,,
Bosilewa,Papua New Guinea,PNG,Vulnerable,250.0,-9.449,150.661,5.1848148148148185,,,
Kaiep,Papua New Guinea,PNG,Vulnerable,250.0,-3.6666,143.8166,5.1848148148148185,,,
Garuwahi,Papua New Guinea,PNG,Definitely endangered,225.0,-10.2284,150.4083,5.1848148148148185,,,
Musom,Papua New Guinea,PNG,Definitely endangered,219.0,-6.5391,146.9119,5.1848148148148185,,,
Doga,Papua New Guinea,PNG,Definitely endangered,200.0,-9.6278,149.8384,5.1848148148148185,,,
Magori,Papua New Guinea,PNG,Vulnerable,200.0,-10.2554,149.2108,5.1848148148148185,,,
Numbani,Papua New Guinea,PNG,Vulnerable,200.0,-7.5177,147.2991,5.1848148148148185,,,
Sepa,Papua New Guinea,PNG,Vulnerable,200.0,-4.3245,144.9755,5.1848148148148185,,,
Mwatebu,Papua New Guinea,PNG,Definitely endangered,166.0,-10.0202,151.0537,5.1848148148148185,,,
Onjab,Papua New Guinea,PNG,Vulnerable,160.0,-9.2973,149.1613,5.1848148148148185,,,
Papapana,Papua New Guinea,PNG,Definitely endangered,150.0,-5.8974,155.2505,5.1848148148148185,,,
Suarmin,Papua New Guinea,PNG,Definitely endangered,145.0,-5.0526,141.9818,5.1848148148148185,,,
Wab,Papua New Guinea,PNG,Vulnerable,142.0,-5.6296,146.39,5.1848148148148185,,,
Dengalu,Papua New Guinea,PNG,Definitely endangered,140.0,-7.0572,146.3598,5.1848148148148185,,,
Nauna,Papua New Guinea,PNG,Vulnerable,130.0,-2.2159,148.1986,5.1848148148148185,,,
Piu,Papua New Guinea,PNG,Definitely endangered,130.0,-6.9591,146.4257,5.1848148148148185,,,
Budibud,Papua New Guinea,PNG,Vulnerable,120.0,-9.2973,153.6891,5.1848148148148185,,,
Ainbai,Papua New Guinea,PNG,Severely endangered,100.0,-3.1,141.2,5.1848148148148185,,,
Bikaru,Papua New Guinea,PNG,Severely endangered,100.0,-4.8,143.0,5.1848148148148185,,,
Kalamo,Papua New Guinea,PNG,Severely endangered,100.0,-6.7,142.5,5.1848148148148185,,,
Likum,Papua New Guinea,PNG,Definitely endangered,100.0,-2.1651,146.6921,5.1848148148148185,,,
Nafi,Papua New Guinea,PNG,Severely endangered,100.0,-6.3999,146.80200000000002,5.1848148148148185,,,
Piame,Papua New Guinea,PNG,Severely endangered,100.0,-4.9,142.85,5.1848148148148185,,,
Vehes,Papua New Guinea,PNG,Severely endangered,100.0,-6.9427,146.9311,5.1848148148148185,,,
Yarawata,Papua New Guinea,PNG,Severely endangered,98.0,-4.9377,145.4946,5.1848148148148185,,,
Samosa,Papua New Guinea,PNG,Severely endangered,94.0,-5.0116,145.5386,5.1848148148148185,,,
Mindiri,Papua New Guinea,PNG,Severely endangered,93.0,-5.5517,146.1538,5.1848148148148185,,,
Usu,Papua New Guinea,PNG,Severely endangered,93.0,-5.2851,145.4974,5.1848148148148185,,,
Iteri,Papua New Guinea,PNG,Severely endangered,90.0,-4.0807,141.5039,5.1848148148148185,,,
Taiap,Papua New Guinea,PNG,Severely endangered,89.0,-4.1,144.5,5.1848148148148185,,,
Ak,Papua New Guinea,PNG,Severely endangered,83.0,-3.6093,141.6604,5.1848148148148185,,,
Ari,Papua New Guinea,PNG,Severely endangered,80.0,-8.0,142.4,5.1848148148148185,,,
Dorro,Papua New Guinea,PNG,Severely endangered,80.0,-9.1834,141.8994,5.1848148148148185,,,
Mari,Papua New Guinea,PNG,Severely endangered,80.0,-9.0478,141.8994,5.1848148148148185,,,
Somm,Papua New Guinea,PNG,Definitely endangered,80.0,-6.1296,146.4642,5.1848148148148185,,,
Musan,Papua New Guinea,PNG,Severely endangered,75.0,-4.0355,141.361,5.1848148148148185,,,
Papi,Papua New Guinea,PNG,Severely endangered,75.0,-4.5,142.0,5.1848148148148185,,,
Arawun,Papua New Guinea,PNG,Severely endangered,73.0,-5.5093,145.8929,5.1848148148148185,,,
Yapunda,Papua New Guinea,PNG,Severely endangered,69.0,-3.5,142.4,5.1848148148148185,,,
Bothar,Papua New Guinea,PNG,Severely endangered,68.0,-9.0695,141.155,5.1848148148148185,,,
Sumariup,Papua New Guinea,PNG,Severely endangered,65.0,-4.7,143.3,5.1848148148148185,,,
Atemble,Papua New Guinea,PNG,Definitely endangered,60.0,-5.1292,144.7421,5.1848148148148185,,,
Bagupi,Papua New Guinea,PNG,Definitely endangered,60.0,-5.0454,145.5822,5.1848148148148185,,,
Mosimo,Papua New Guinea,PNG,Severely endangered,58.0,-4.9473,145.5551,5.1848148148148185,,,
Bepour,Papua New Guinea,PNG,Severely endangered,57.0,-4.586,145.4184,5.1848148148148185,,,
Faita,Papua New Guinea,PNG,Severely endangered,57.0,-5.657,145.5001,5.1848148148148185,,,
Moere,Papua New Guinea,PNG,Severely endangered,56.0,-4.6038,145.437,5.1848148148148185,,,
Bulgebi,Papua New Guinea,PNG,Definitely endangered,50.0,-5.7485,146.4532,5.1848148148148185,,,
Gorovu,Papua New Guinea,PNG,Severely endangered,50.0,-4.5,144.6,5.1848148148148185,,,
Tench,Papua New Guinea,PNG,Critically endangered,49.0,-1.6394,150.6939,5.1848148148148185,,,
Dumun,Papua New Guinea,PNG,Critically endangered,42.0,-5.5421,146.0906,5.1848148148148185,,,
Turaka,Papua New Guinea,PNG,Critically endangered,35.0,-9.796,149.447,5.1848148148148185,,,
Bilakura,Papua New Guinea,PNG,Critically endangered,34.0,-4.9404,145.5303,5.1848148148148185,,,
Kowaki,Papua New Guinea,PNG,Critically endangered,31.0,-4.6079,145.4067,5.1848148148148185,,,
Mawak,Papua New Guinea,PNG,Critically endangered,31.0,-4.5819,145.3079,5.1848148148148185,,,
Kawucha,Papua New Guinea,PNG,Critically endangered,30.0,-6.9373,146.1621,5.1848148148148185,,,
Hermit,Papua New Guinea,PNG,Critically endangered,20.0,-2.0869,146.9311,5.1848148148148185,,,
Kamasa,Papua New Guinea,PNG,Critically endangered,20.0,-6.95,146.2,5.1848148148148185,,,
Puari,Papua New Guinea,PNG,Critically endangered,10.0,-2.8689,141.6577,5.1848148148148185,,,
Sene,Papua New Guinea,PNG,Critically endangered,10.0,-6.3753,147.7825,5.1848148148148185,,,
Susuami,Papua New Guinea,PNG,Critically endangered,10.0,-7.2044,146.5493,5.1848148148148185,,,
Taap,Papua New Guinea,PNG,Critically endangered,10.0,-6.146,146.3955,5.1848148148148185,,,
Makolkol,Papua New Guinea,PNG,Critically endangered,7.0,-4.8994,151.6827,5.1848148148148185,,,
Abaga,Papua New Guinea,PNG,Critically endangered,5.0,-6.1883,145.5976,5.1848148148148185,,,
Guranalum,Papua New Guinea,PNG,Critically endangered,4.0,-4.3464,152.8417,5.1848148148148185,,,
Ouma,Papua New Guinea,PNG,Critically endangered,4.0,-10.232999999999999,149.1,5.1848148148148185,,,
Lae,Papua New Guinea,PNG,Extinct,1.0,-6.6318,147.181,5.1848148148148185,,,
Laua,Papua New Guinea,PNG,Critically endangered,1.0,-10.1824,149.2053,5.1848148148148185,,,
Yarawi,Papua New Guinea,PNG,Critically endangered,1.0,-7.9001,147.6411,5.1848148148148185,,,
Aribwatsa,Papua New Guinea,PNG,Extinct,0.0,-6.6523,147.2291,5.1848148148148185,,,
Bina,Papua New Guinea,PNG,Extinct,0.0,-10.2365,149.6063,5.1848148148148185,,,
Getmata,Papua New Guinea,PNG,Extinct,0.0,-5.8346,149.0405,5.1848148148148185,,,
Kaniet,Papua New Guinea,PNG,Extinct,0.0,-0.898,145.5441,5.1848148148148185,,,
Karami,Papua New Guinea,PNG,Extinct,0.0,-7.1335,143.8659,5.1848148148148185,,,
Mahigi,Papua New Guinea,PNG,Extinct,0.0,-7.6688,143.0227,5.1848148148148185,,,
Mulaha,Papua New Guinea,PNG,Extinct,0.0,-9.7002,147.4351,5.1848148148148185,,,
Uruava,Papua New Guinea,PNG,Extinct,0.0,-5.9821,155.3137,5.1848148148148185,,,
Yoba,Papua New Guinea,PNG,Extinct,0.0,-10.0337,149.2272,5.1848148148148185,,,
Bukharic,Uzbekistan,UZB,Definitely endangered,10000.0,39.8043,64.4224,4.487203703703703,86.0,42.53,Very Low Proficiency
Parya,"Uzbekistan, Tajikistan, Afghanistan",UZB,Severely endangered,7000.0,38.5094,68.0932,4.487203703703703,86.0,42.53,Very Low Proficiency
Central Asian Arabic,"Uzbekistan, Tajikistan, Afghanistan",UZB,Definitely endangered,,36.9608,66.8133,4.487203703703703,86.0,42.53,Very Low Proficiency
Dalecarlian,Sweden,SWE,Definitely endangered,10000.0,61.2385,14.0295,1.874444444444444,1.0,70.72,Very High Proficiency
Gutnish,Sweden,SWE,Definitely endangered,5000.0,57.3027,18.5284,1.874444444444444,1.0,70.72,Very High Proficiency
Ume Saami,Sweden,SWE,Critically endangered,20.0,65.1091,18.2153,1.874444444444444,1.0,70.72,Very High Proficiency
Karang,Chad,TCD,Vulnerable,10000.0,8.3093,15.3588,6.895944444444443,,,
Toram,Chad,TCD,Severely endangered,8456.0,11.1581,19.6023,6.895944444444443,,,
Gadang,Chad,TCD,Definitely endangered,2500.0,10.3473,17.2485,6.895944444444443,,,
Zirenkel,Chad,TCD,Definitely endangered,2500.0,12.136,18.4735,6.895944444444443,,,
Jaya,Chad,TCD,Severely endangered,2200.0,12.187000000000001,18.1645,6.895944444444443,,,
Kulfa,Chad,TCD,Definitely endangered,2200.0,9.9742,19.1848,6.895944444444443,,,
Mambai,Chad,TCD,Severely endangered,2000.0,9.6007,14.0899,6.895944444444443,,,
Sarwa,Chad,TCD,Definitely endangered,2000.0,10.5958,17.0397,6.895944444444443,,,
Kendeje,Chad,TCD,Definitely endangered,1859.0,13.6299,21.5771,6.895944444444443,,,
Jonkor Bourmataguil,Chad,TCD,Severely endangered,1500.0,11.4261,19.0145,6.895944444444443,,,
Saba,Chad,TCD,Definitely endangered,1335.0,11.1487,18.0175,6.895944444444443,,,
Besme,Chad,TCD,Severely endangered,1228.0,9.6386,16.018,6.895944444444443,,,
Fania,Chad,TCD,Severely endangered,1100.0,10.0581,18.3993,6.895944444444443,,,
Ubi,Chad,TCD,Severely endangered,1100.0,12.1534,18.6946,6.895944444444443,,,
Fongoro,Chad,TCD,Severely endangered,1000.0,11.1029,22.7197,6.895944444444443,,,
Kujarge,Chad,TCD,Definitely endangered,1000.0,11.749,22.2431,6.895944444444443,,,
Mbara,Chad,TCD,Severely endangered,1000.0,10.8009,15.6335,6.895944444444443,,,
Laal,Chad,TCD,Critically endangered,749.0,9.9607,17.6083,6.895944444444443,,,
Koke,Chad,TCD,Severely endangered,600.0,10.8575,18.1315,6.895944444444443,,,
Tamki,Chad,TCD,Critically endangered,500.0,11.48,18.2125,6.895944444444443,,,
Miltu,Chad,TCD,Critically endangered,272.0,10.2149,17.3913,6.895944444444443,,,
Boor,Chad,TCD,Critically endangered,100.0,10.2149,17.3721,6.895944444444443,,,
Noy,Chad,TCD,Critically endangered,36.0,8.9312,17.8829,6.895944444444443,,,
Goundo,Chad,TCD,Critically endangered,30.0,9.4761,16.2652,6.895944444444443,,,
Massalat,Chad,TCD,Critically endangered,10.0,12.7635,20.5993,6.895944444444443,,,
Mabiri,Chad,TCD,Critically endangered,3.0,12.1682,18.7275,6.895944444444443,,,
Berakou,Chad,TCD,Extinct,0.0,12.8492,15.032,6.895944444444443,,,
Horo,Chad,TCD,Extinct,0.0,9.238999999999999,18.3444,6.895944444444443,,,
Tamazight (Tunisia),Tunisia,TUN,Severely endangered,10000.0,36.0313,9.8767,4.2872407407407405,68.0,47.85,Very Low Proficiency
Tunisian Judeo-Arabic (Tunisia),Tunisia,TUN,Critically endangered,500.0,33.8795,10.0634,4.2872407407407405,68.0,47.85,Very Low Proficiency
Sened,Tunisia,TUN,Extinct,0.0,35.5858,10.8984,4.2872407407407405,68.0,47.85,Very Low Proficiency
Hachijō,Japan,JPN,Definitely endangered,8000.0,33.11,139.7891,1.6760000000000004,49.0,51.8,Low Proficiency
Ainu (Hokkaido),Japan,JPN,Critically endangered,15.0,43.2612,142.8222,1.6760000000000004,49.0,51.8,Low Proficiency
Amami,Japan,JPN,Definitely endangered,,28.3672,129.4958,1.6760000000000004,49.0,51.8,Low Proficiency
Kunigami,Japan,JPN,Definitely endangered,,26.7186,128.2131,1.6760000000000004,49.0,51.8,Low Proficiency
Miyako,Japan,JPN,Definitely endangered,,24.8004,125.2798,1.6760000000000004,49.0,51.8,Low Proficiency
Okinawan,Japan,JPN,Definitely endangered,,26.2047,127.6831,1.6760000000000004,49.0,51.8,Low Proficiency
Yaeyama,Japan,JPN,Severely endangered,,24.342,124.1537,1.6760000000000004,49.0,51.8,Low Proficiency
Yonaguni,Japan,JPN,Severely endangered,,24.458000000000002,122.9802,1.6760000000000004,49.0,51.8,Low Proficiency
Mbya Guarani (Paraguay),Paraguay,PRY,Definitely endangered,8000.0,-26.5099,-55.2832,4.681111111111111,,,
Aché,Paraguay,PRY,Definitely endangered,,-25.6613,-55.6787,4.681111111111111,,,
Guaná,Paraguay,PRY,Critically endangered,,-21.9532,-58.0517,4.681111111111111,,,
Lengua,Paraguay,PRY,Severely endangered,,-22.5125,-58.0957,4.681111111111111,,,
Maká,Paraguay,PRY,Definitely endangered,,-25.2645,-57.2387,4.681111111111111,,,
Nivaclé,Paraguay,PRY,Vulnerable,,-23.3019,-60.3369,4.681111111111111,,,
Sanapaná,Paraguay,PRY,Definitely endangered,,-22.0,-59.0,4.681111111111111,,,
Toba-Maskoy,Paraguay,PRY,Severely endangered,,-21.5578,-58.0064,4.681111111111111,,,
Pana,Burkina Faso,BFA,Definitely endangered,7800.0,13.165,-3.4277,6.636,,,
Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan",CAF,Vulnerable,7000.0,8.3854,24.1754,5.615537037037039,,,
Ukhwejo,Central African Republic,CAF,Severely endangered,2000.0,3.3626,16.0565,5.615537037037039,,,
Ngombe,Central African Republic,CAF,Definitely endangered,1450.0,3.9492,15.2352,5.615537037037039,,,
Geme,Central African Republic,CAF,Critically endangered,550.0,8.4941,20.6378,5.615537037037039,,,
Birri,Central African Republic,CAF,Critically endangered,200.0,5.4902,26.8505,5.615537037037039,,,
Kosraean,"Micronesia (Federated States of), Nauru",FSM,Severely endangered,6900.0,5.322,162.9904,5.402074074074073,,,
Mortlockese,Micronesia (Federated States of),FSM,Definitely endangered,5904.0,5.5811,153.5668,5.402074074074073,,,
Kapingamarangi,Micronesia (Federated States of),FSM,Severely endangered,3000.0,1.0828,154.8081,5.402074074074073,,,
Ulithian,Micronesia (Federated States of),FSM,Severely endangered,3000.0,10.0229,139.6801,5.402074074074073,,,
Pingelapese,Micronesia (Federated States of),FSM,Severely endangered,2500.0,6.2279,160.7107,5.402074074074073,,,
Woleaian,Micronesia (Federated States of),FSM,Severely endangered,1631.0,7.3515,143.8769,5.402074074074073,,,
Puluwat,Micronesia (Federated States of),FSM,Severely endangered,1364.0,7.5803,149.425,5.402074074074073,,,
Paafang,Micronesia (Federated States of),FSM,Severely endangered,1318.0,7.6198,155.1571,5.402074074074073,,,
Mokilese,Micronesia (Federated States of),FSM,Critically endangered,1050.0,6.6864,159.7631,5.402074074074073,,,
Namonuito,Micronesia (Federated States of),FSM,Severely endangered,944.0,8.6299,150.0128,5.402074074074073,,,
Nukuoro,Micronesia (Federated States of),FSM,Definitely endangered,860.0,3.8574,154.9786,5.402074074074073,,,
Ngatikese Men's Creole,Micronesia (Federated States of),FSM,Definitely endangered,700.0,5.8305,157.2308,5.402074074074073,,,
Satawal,Micronesia (Federated States of),FSM,Severely endangered,458.0,7.3406,147.041,5.402074074074073,,,
Parachi,Afghanistan,AFG,Definitely endangered,6000.0,34.4658,68.637,7.382833333333334,84.0,43.64,Very Low Proficiency
Ashkun,Afghanistan,AFG,Definitely endangered,2000.0,34.9973,71.0746,7.382833333333334,84.0,43.64,Very Low Proficiency
Munji,Afghanistan,AFG,Severely endangered,2000.0,36.0379,70.6723,7.382833333333334,84.0,43.64,Very Low Proficiency
Prasun,Afghanistan,AFG,Definitely endangered,2000.0,35.3543,71.26,7.382833333333334,84.0,43.64,Very Low Proficiency
Waigali,Afghanistan,AFG,Definitely endangered,2000.0,35.1895,71.1941,7.382833333333334,84.0,43.64,Very Low Proficiency
Wotapuri-Katarqalai,Afghanistan,AFG,Definitely endangered,2000.0,34.4166,70.3333,7.382833333333334,84.0,43.64,Very Low Proficiency
Gambiri,Afghanistan,AFG,Severely endangered,1000.0,34.9017,70.9085,7.382833333333334,84.0,43.64,Very Low Proficiency
Shumashti,Afghanistan,AFG,Severely endangered,1000.0,34.6108,70.7569,7.382833333333334,84.0,43.64,Very Low Proficiency
Moghol,Afghanistan,AFG,Critically endangered,200.0,34.3569,61.5875,7.382833333333334,84.0,43.64,Very Low Proficiency
Ningalami,Afghanistan,AFG,Severely endangered,200.0,35.2355,71.51,7.382833333333334,84.0,43.64,Very Low Proficiency
Tirahi,Afghanistan,AFG,Critically endangered,100.0,34.3139,70.3729,7.382833333333334,84.0,43.64,Very Low Proficiency
Pashayi,Afghanistan,AFG,Vulnerable,,34.66,70.2,7.382833333333334,84.0,43.64,Very Low Proficiency
Khwe,Namibia,NAM,Definitely endangered,5000.0,-18.271,21.4892,5.246259259259258,,,
Gyele,"Cameroon, Equatorial Guinea",CMR,Definitely endangered,4280.0,2.2241,9.8986,5.983444444444444,,,
Kuk,Cameroon,CMR,Definitely endangered,3000.0,6.4326,10.2365,5.983444444444444,,,
Yasa,"Cameroon, Equatorial Guinea",CMR,Definitely endangered,2401.0,2.3284,9.8464,5.983444444444444,,,
Kung,Cameroon,CMR,Severely endangered,1750.0,6.5227,10.1074,5.983444444444444,,,
Kendem,Cameroon,CMR,Severely endangered,1500.0,5.7061,9.6377,5.983444444444444,,,
Iyive,Cameroon,CMR,Severely endangered,1000.0,6.4354,9.5278,5.983444444444444,,,
Tuotomb,Cameroon,CMR,Severely endangered,1000.0,4.4449,10.370999999999999,5.983444444444444,,,
Hya,"Cameroon, Nigeria",CMR,Severely endangered,940.0,10.3311,13.5269,5.983444444444444,,,
Bati,Cameroon,CMR,Severely endangered,800.0,4.2012,10.7858,5.983444444444444,,,
Eman,Cameroon,CMR,Severely endangered,800.0,6.0531,9.7338,5.983444444444444,,,
Isu,Cameroon,CMR,Severely endangered,800.0,4.0094,9.5745,5.983444444444444,,,
Nubaca,Cameroon,CMR,Severely endangered,800.0,4.2971,10.7446,5.983444444444444,,,
Maslam,"Cameroon, Chad",CMR,Severely endangered,723.0,12.136,14.6914,5.983444444444444,,,
Akum,"Cameroon, Nigeria",CMR,Critically endangered,600.0,6.73,9.9316,5.983444444444444,,,
Bubia,Cameroon,CMR,Severely endangered,600.0,4.0204,9.2037,5.983444444444444,,,
Langa,Cameroon,CMR,Severely endangered,500.0,6.5404,11.6427,5.983444444444444,,,
Majera,Cameroon,CMR,Critically endangered,500.0,11.3231,14.9839,5.983444444444444,,,
Beezen,Cameroon,CMR,Severely endangered,400.0,6.7518,10.0744,5.983444444444444,,,
Hijuk,Cameroon,CMR,Critically endangered,400.0,4.2861,10.4919,5.983444444444444,,,
Bakole,Cameroon,CMR,Critically endangered,300.0,4.5764,8.8439,5.983444444444444,,,
Mono,Cameroon,CMR,Critically endangered,300.0,8.6679,14.1723,5.983444444444444,,,
Dimbong,Cameroon,CMR,Critically endangered,140.0,4.7078,10.6567,5.983444444444444,,,
Cambap,Cameroon,CMR,Critically endangered,30.0,6.4872,11.802,5.983444444444444,,,
Zumaya,Cameroon,CMR,Critically endangered,25.0,10.5323,14.3591,5.983444444444444,,,
Somyev,"Cameroon, Nigeria",CMR,Critically endangered,20.0,6.9318,11.5136,5.983444444444444,,,
Busuu,Cameroon,CMR,Critically endangered,8.0,6.8282,10.1087,5.983444444444444,,,
Ndai,Cameroon,CMR,Critically endangered,5.0,8.399,14.1641,5.983444444444444,,,
Njerep,Cameroon,CMR,Critically endangered,4.0,6.4572,11.2884,5.983444444444444,,,
Baldemu,Cameroon,CMR,Critically endangered,3.0,10.5742,14.5623,5.983444444444444,,,
Bung,Cameroon,CMR,Critically endangered,3.0,6.5718,11.8267,5.983444444444444,,,
Bikya,Cameroon,CMR,Critically endangered,1.0,6.8309,10.0277,5.983444444444444,,,
Bishuo,Cameroon,CMR,Critically endangered,1.0,6.9032,10.0991,5.983444444444444,,,
Duli,Cameroon,CMR,Extinct,0.0,9.3813,13.5708,5.983444444444444,,,
Gey,Cameroon,CMR,Extinct,0.0,9.384,13.5296,5.983444444444444,,,
Nagumi,Cameroon,CMR,Extinct,0.0,8.6814,13.1835,5.983444444444444,,,
Ngong,Cameroon,CMR,Extinct,0.0,9.0044,13.5104,5.983444444444444,,,
Bwisi,"Congo, Gabon",COG,Definitely endangered,4248.0,-3.5572,11.4477,5.64711111111111,,,
Bonjo,Congo,COG,Severely endangered,3000.0,1.7712,17.9598,5.64711111111111,,,
Zenaga (Mauritania),Mauritania,MRT,Severely endangered,4000.0,17.3086,-13.0078,6.004444444444443,,,
Imeraguen,Mauritania,MRT,Definitely endangered,534.0,18.9166,-15.995999999999999,6.004444444444443,,,
Nemadi,Mauritania,MRT,Critically endangered,100.0,18.4118,-9.4482,6.004444444444443,,,
Benga,"Gabon, Equatorial Guinea",GAB,Definitely endangered,3000.0,0.9997,9.8657,4.9716666666666685,,,
Vumbu,Gabon,GAB,Definitely endangered,2460.0,-1.8783,10.815999999999999,4.9716666666666685,,,
Tchitchege,Gabon,GAB,Definitely endangered,2000.0,-1.8508,13.612,4.9716666666666685,,,
Kaande,Gabon,GAB,Severely endangered,1000.0,-0.1318,11.8103,4.9716666666666685,,,
Mahongwe,Gabon,GAB,Severely endangered,1000.0,1.0216,13.9031,4.9716666666666685,,,
Sake,Gabon,GAB,Severely endangered,1000.0,-0.0247,11.7691,4.9716666666666685,,,
Sighu,Gabon,GAB,Severely endangered,1000.0,-0.0549,13.5461,4.9716666666666685,,,
Dahaalik,Eritrea,ERI,Critically endangered,3000.0,15.6917,40.0671,6.243611111111113,,,
Pitjantjatjara,Australia,AUS,Vulnerable,3000.0,-26.0719,129.9517,2.1848333333333336,,,
Warlpiri,Australia,AUS,Vulnerable,3000.0,-20.8177,131.6601,2.1848333333333336,,,
Martuwangka,Australia,AUS,Vulnerable,2500.0,-24.1975,122.9589,2.1848333333333336,,,
Tiwi,Australia,AUS,Vulnerable,2100.0,-11.6091,130.8911,2.1848333333333336,,,
Anindilyakwa,Australia,AUS,Vulnerable,2000.0,-13.9987,136.582,2.1848333333333336,,,
Arrernte,Australia,AUS,Vulnerable,2000.0,-24.1668,132.0996,2.1848333333333336,,,
Wik Mungkan,Australia,AUS,Vulnerable,1500.0,-12.9403,141.9873,2.1848333333333336,,,
Guugu Yimidhirr,Australia,AUS,Vulnerable,1000.0,-14.8598,144.7338,2.1848333333333336,,,
